org_a,locus_a,org_b,locus_b,identity
ccrescentus,CCNA_02886,styphimurium,yoaB,0.379
saureus,clpY,styphimurium,hslU,0.474
ccrescentus,CCNA_03844,saureus,clpY,0.461
saureus,parE,syn3a,JCVISYN3A_0452,0.554
mgenitalium,MG_203,saureus,parE,0.476
abaylyi,ACIAD1236,saureus,SA1442,0.314
abaylyi,ACIAD2380,saureus,SA1574,0.407
saureus,SA1574,styphimurium,rsuA,0.383
ccrescentus,CCNA_01915,saureus,SA1574,0.349
mtuberculosis,Rv3458c,styphimurium,rpsD,0.475
mgenitalium,MG_010,mpne,MPN014,0.55
mgenitalium,MG_138,syn3a,JCVISYN3A_0285,0.58
ccrescentus,CCNA_01086,mgenitalium,MG_138,0.51
mgenitalium,MG_138,styphimurium,lepA,0.479
abaylyi,ACIAD2584,mgenitalium,MG_138,0.484
abaylyi,ACIAD0151,saureus,guaA,0.547
saureus,guaA,styphimurium,guaA,0.511
mtuberculosis,Rv3396c,saureus,guaA,0.506
abaylyi,ACIAD0164,saureus,argS,0.381
mtuberculosis,Rv1292,saureus,argS,0.411
saureus,argS,syn3a,JCVISYN3A_0535,0.396
mpne,MPN556,saureus,argS,0.33
mgenitalium,MG_378,saureus,argS,0.321
saureus,appF,styphimurium,oppF,0.507
mgenitalium,MG_324,mtuberculosis,Rv2089c,0.34
mtuberculosis,Rv3715c,saureus,recR,0.482
abaylyi,ACIAD2312,saureus,recR,0.442
saureus,recR,styphimurium,recR,0.442
ccrescentus,CCNA_00270,saureus,recR,0.386
saureus,recR,syn3a,JCVISYN3A_0046,0.363
saureus,SA0790,styphimurium,nagD,0.31
abaylyi,ACIAD3563,styphimurium,yihZ,0.496
saureus,SA1459,styphimurium,yihZ,0.414
mtuberculosis,Rv1897c,styphimurium,yihZ,0.421
ccrescentus,CCNA_03811,styphimurium,oxyR,0.376
abaylyi,ACIAD1063,styphimurium,oxyR,0.341
ccrescentus,CCNA_02936,styphimurium,STM4267,0.52
abaylyi,ACIAD0159,styphimurium,STM4267,0.5
abaylyi,ACIAD1305,ccrescentus,CCNA_03068,0.438
abaylyi,ACIAD1305,styphimurium,gst,0.391
abaylyi,ACIAD0588,styphimurium,secD,0.458
ccrescentus,CCNA_02070,styphimurium,secD,0.354
abaylyi,ACIAD0415,styphimurium,lnt,0.346
ccrescentus,CCNA_00280,mtuberculosis,Rv3455c,0.351
ccrescentus,CCNA_01960,styphimurium,accB,0.487
abaylyi,ACIAD1737,ccrescentus,CCNA_01960,0.424
ccrescentus,CCNA_02024,mtuberculosis,Rv3150,0.481
abaylyi,ACIAD0735,ccrescentus,CCNA_02024,0.434
ccrescentus,CCNA_02380,saureus,panD,0.536
abaylyi,ACIAD2911,ccrescentus,CCNA_02380,0.457
abaylyi,ACIAD0465,ccrescentus,CCNA_02569,0.431
mgenitalium,MG_078,mpne,MPN216,0.843
mpne,MPN216,saureus,SA0846,0.334
mgenitalium,MG_246,mpne,MPN349,0.707
mpne,MPN349,syn3a,JCVISYN3A_0431,0.37
ccrescentus,CCNA_03353,mpne,MPN349,0.358
ccrescentus,CCNA_03384,styphimurium,rpmE,0.449
mgenitalium,MG_257,styphimurium,rpmE,0.373
styphimurium,rpmE,syn3a,JCVISYN3A_0137,0.367
mpne,MPN360,styphimurium,rpmE,0.343
ccrescentus,CCNA_03582,styphimurium,cysQ,0.433
abaylyi,ACIAD1387,styphimurium,cysQ,0.345
abaylyi,ACIAD0001,styphimurium,dnaA,0.474
abaylyi,ACIAD0001,ccrescentus,CCNA_00008,0.322
abaylyi,ACIAD0001,syn3a,JCVISYN3A_0001,0.31
abaylyi,ACIAD0001,mgenitalium,MG_469,0.33
abaylyi,ACIAD0001,mpne,MPN686,0.337
abaylyi,ACIAD0433,styphimurium,yghA,0.319
abaylyi,ACIAD0544,styphimurium,gntT,0.44
abaylyi,ACIAD0544,saureus,gntP,0.424
ccrescentus,CCNA_00890,mtuberculosis,Rv3298c,0.315
ccrescentus,CCNA_00922,styphimurium,clpB,0.578
ccrescentus,CCNA_00922,mtuberculosis,Rv0384c,0.555
ccrescentus,CCNA_00922,saureus,clpB,0.532
ccrescentus,CCNA_00922,syn3a,JCVISYN3A_0545,0.54
ccrescentus,CCNA_00922,mgenitalium,MG_355,0.481
mtuberculosis,Rv1152,saureus,SA1748,0.4
mgenitalium,MG_105,saureus,SA1967,0.375
mpne,MPN244,saureus,SA1967,0.312
saureus,secY,styphimurium,secY,0.41
abaylyi,ACIAD3199,saureus,secY,0.394
mpne,MPN184,saureus,secY,0.359
abaylyi,ACIAD0401,ccrescentus,CCNA_00034,0.573
abaylyi,ACIAD0401,mtuberculosis,Rv2785c,0.55
abaylyi,ACIAD0401,syn3a,JCVISYN3A_0294,0.487
abaylyi,ACIAD0401,mpne,MPN622,0.414
abaylyi,ACIAD0437,mtuberculosis,Rv1206,0.396
abaylyi,ACIAD0727,styphimurium,rstB,0.336
abaylyi,ACIAD1246,styphimurium,STM1158,0.325
ccrescentus,CCNA_00954,styphimurium,ygaA,0.49
abaylyi,ACIAD1624,ccrescentus,CCNA_00954,0.447
abaylyi,ACIAD1775,styphimurium,otsB,0.311
mtuberculosis,Rv2225,styphimurium,panB,0.441
saureus,panB,styphimurium,panB,0.436
ccrescentus,CCNA_01723,styphimurium,panB,0.405
abaylyi,ACIAD0533,styphimurium,tig,0.457
ccrescentus,CCNA_02042,styphimurium,tig,0.312
saureus,tig,styphimurium,tig,0.323
abaylyi,ACIAD0628,styphimurium,ybdF,0.428
abaylyi,ACIAD0115,styphimurium,dadA,0.639
abaylyi,ACIAD3232,styphimurium,plsB,0.381
ccrescentus,CCNA_02673,styphimurium,uvrA,0.628
ccrescentus,CCNA_02673,saureus,uvrA,0.586
abaylyi,ACIAD3455,ccrescentus,CCNA_02673,0.591
ccrescentus,CCNA_02673,mtuberculosis,Rv1638,0.56
ccrescentus,CCNA_02673,mpne,MPN619,0.508
ccrescentus,CCNA_02673,syn3a,JCVISYN3A_0824,0.483
saureus,dnaE,styphimurium,dnaE,0.341
saureus,dnaE,syn3a,JCVISYN3A_0612,0.336
abaylyi,ACIAD2089,saureus,dnaE,0.325
mtuberculosis,Rv1547,saureus,dnaE,0.322
mpne,MPN378,saureus,dnaE,0.331
mgenitalium,MG_261,saureus,dnaE,0.314
mtuberculosis,Rv3314c,saureus,pdp,0.432
mgenitalium,MG_051,saureus,pdp,0.392
abaylyi,ACIAD3090,mtuberculosis,Rv1475c,0.556
abaylyi,ACIAD3090,saureus,citB,0.567
abaylyi,ACIAD3422,styphimurium,yegO,0.578
mgenitalium,MG_048,mpne,MPN061,0.792
mpne,MPN061,syn3a,JCVISYN3A_0360,0.438
abaylyi,ACIAD0839,mpne,MPN061,0.402
mpne,MPN061,styphimurium,ffh,0.402
ccrescentus,CCNA_03768,mpne,MPN061,0.395
abaylyi,ACIAD0651,styphimurium,nadA,0.734
abaylyi,ACIAD2363,styphimurium,lpxK,0.381
ccrescentus,CCNA_00303,styphimurium,lpxK,0.336
abaylyi,ACIAD0643,styphimurium,accD,0.574
ccrescentus,CCNA_03656,styphimurium,accD,0.487
saureus,SA1523,styphimurium,accD,0.465
abaylyi,ACIAD1062,styphimurium,ppk,0.35
mtuberculosis,Rv2984,styphimurium,ppk,0.339
mtuberculosis,Rv1415,saureus,ribA,0.453
abaylyi,ACIAD3570,mtuberculosis,Rv1415,0.407
ccrescentus,CCNA_03851,mtuberculosis,Rv1602,0.41
mtuberculosis,Rv1602,styphimurium,hisH,0.374
mtuberculosis,Rv1602,saureus,hisH,0.308
ccrescentus,CCNA_03589,mtuberculosis,Rv3223c,0.364
mtuberculosis,Rv3223c,styphimurium,rpoE,0.361
abaylyi,ACIAD2417,styphimurium,hemK,0.448
ccrescentus,CCNA_00918,styphimurium,hemK,0.355
saureus,SA1919,styphimurium,hemK,0.316
ccrescentus,CCNA_00265,styphimurium,amn,0.671
mgenitalium,MG_062,styphimurium,fruA,0.39
abaylyi,ACIAD0148,styphimurium,dedA,0.571
ccrescentus,CCNA_00001,styphimurium,ydiA,0.317
saureus,SA2244,styphimurium,STM1612,0.339
abaylyi,ACIAD3447,styphimurium,STM2803,0.365
saureus,SA0476,styphimurium,STM2803,0.32
mgenitalium,MG_030,mpne,MPN033,0.796
mgenitalium,MG_030,saureus,upp,0.462
ccrescentus,CCNA_02351,mgenitalium,MG_030,0.428
mgenitalium,MG_030,mtuberculosis,Rv3309c,0.43
abaylyi,ACIAD0744,mgenitalium,MG_030,0.404
mgenitalium,MG_030,styphimurium,upp,0.4
mgenitalium,MG_092,mpne,MPN230,0.721
mgenitalium,MG_092,styphimurium,rpsR,0.454
mgenitalium,MG_092,mtuberculosis,Rv0055,0.426
mgenitalium,MG_123,mpne,MPN262,0.428
mgenitalium,MG_453,saureus,gtaB,0.512
saureus,gtaB,styphimurium,galU,0.45
abaylyi,ACIAD0099,saureus,gtaB,0.421
mtuberculosis,Rv2045c,styphimurium,STM1623,0.367
ccrescentus,CCNA_00841,mtuberculosis,Rv2045c,0.321
mtuberculosis,Rv2852c,saureus,SA2155,0.471
abaylyi,ACIAD1007,mtuberculosis,Rv2852c,0.439
mgenitalium,MG_239,syn3a,JCVISYN3A_0394,0.452
styphimurium,lon,syn3a,JCVISYN3A_0394,0.44
abaylyi,ACIAD1115,syn3a,JCVISYN3A_0394,0.428
saureus,folC,syn3a,JCVISYN3A_0823,0.33
abaylyi,ACIAD0384,saureus,gerCB,0.434
mtuberculosis,Rv0558,saureus,gerCB,0.364
ccrescentus,CCNA_03823,saureus,gerCB,0.367
saureus,SA1399,styphimurium,ybeY,0.324
abaylyi,ACIAD3160,saureus,SA1399,0.379
ccrescentus,CCNA_00052,saureus,SA1399,0.32
ccrescentus,CCNA_03838,saureus,SA2098,0.401
abaylyi,ACIAD2911,saureus,panD,0.418
ccrescentus,CCNA_01648,styphimurium,bioA,0.495
abaylyi,ACIAD0856,ccrescentus,CCNA_01648,0.454
mtuberculosis,Rv3133c,saureus,SA1666,0.339
abaylyi,ACIAD3469,saureus,SA1666,0.323
saureus,SA1849,styphimurium,yedF,0.323
saureus,rnhB,styphimurium,rnhB,0.44
abaylyi,ACIAD1248,saureus,rnhB,0.433
ccrescentus,CCNA_00383,saureus,rnhB,0.421
mtuberculosis,Rv2902c,saureus,rnhB,0.37
saureus,glnA,styphimurium,glnA,0.401
abaylyi,ACIAD2458,saureus,glnA,0.374
ccrescentus,CCNA_02047,saureus,glnA,0.357
ccrescentus,CCNA_03331,mtuberculosis,Rv0422c,0.468
mtuberculosis,Rv0422c,saureus,SA0537,0.35
ccrescentus,CCNA_02230,mtuberculosis,Rv0728c,0.323
mtuberculosis,Rv0853c,styphimurium,STM2405,0.475
mtuberculosis,Rv0853c,saureus,SA0182,0.383
abaylyi,ACIAD3516,styphimurium,murC,0.593
ccrescentus,CCNA_02629,styphimurium,murC,0.442
abaylyi,ACIAD1137,styphimurium,dnaQ,0.483
saureus,SA1692,styphimurium,yhbO,0.482
ccrescentus,CCNA_02299,styphimurium,ftsE,0.488
mtuberculosis,Rv3102c,styphimurium,ftsE,0.49
abaylyi,ACIAD0135,styphimurium,STM3633,0.446
ccrescentus,CCNA_03676,styphimurium,STM1619,0.493
mtuberculosis,Rv3211,saureus,SA1885,0.394
ccrescentus,CCNA_01923,saureus,SA1885,0.402
mgenitalium,MG_425,saureus,SA1885,0.33
mtuberculosis,Rv0705,saureus,rpsS,0.782
abaylyi,ACIAD3215,saureus,rpsS,0.637
ccrescentus,CCNA_01310,saureus,rpsS,0.641
mgenitalium,MG_155,saureus,rpsS,0.639
mgenitalium,MG_361,mpne,MPN538,0.745
mpne,MPN538,saureus,rplJ,0.35
styphimurium,gyrA,syn3a,JCVISYN3A_0007,0.447
mgenitalium,MG_004,syn3a,JCVISYN3A_0007,0.44
mpne,MPN004,syn3a,JCVISYN3A_0007,0.439
ccrescentus,CCNA_01651,syn3a,JCVISYN3A_0007,0.387
styphimurium,rpmH,syn3a,JCVISYN3A_0910,0.72
abaylyi,ACIAD3684,syn3a,JCVISYN3A_0910,0.743
mpne,MPN682,syn3a,JCVISYN3A_0910,0.674
mgenitalium,MG_466,syn3a,JCVISYN3A_0910,0.651
abaylyi,ACIAD0528,ccrescentus,CCNA_00558,0.447
abaylyi,ACIAD0848,saureus,lig,0.424
abaylyi,ACIAD0848,ccrescentus,CCNA_01590,0.374
abaylyi,ACIAD0848,syn3a,JCVISYN3A_0690,0.388
abaylyi,ACIAD0848,mtuberculosis,Rv3014c,0.394
abaylyi,ACIAD0848,mpne,MPN357,0.379
abaylyi,ACIAD1089,mtuberculosis,Rv1848,0.626
abaylyi,ACIAD1332,saureus,SA1854,0.43
abaylyi,ACIAD1332,ccrescentus,CCNA_00069,0.428
abaylyi,ACIAD1332,mpne,MPN059,0.356
abaylyi,ACIAD1332,mgenitalium,MG_046,0.332
abaylyi,ACIAD1399,styphimurium,hscA,0.521
mtuberculosis,Rv0734,syn3a,JCVISYN3A_0650,0.382
abaylyi,ACIAD1865,mtuberculosis,Rv0827c,0.385
ccrescentus,CCNA_01891,mtuberculosis,Rv3550,0.37
abaylyi,ACIAD1820,mtuberculosis,Rv3550,0.35
abaylyi,ACIAD3038,styphimurium,rho,0.775
abaylyi,ACIAD3038,mtuberculosis,Rv1297,0.545
mgenitalium,MG_162,mpne,MPN176,0.693
mpne,MPN176,mtuberculosis,Rv0715,0.409
abaylyi,ACIAD3208,mpne,MPN176,0.4
ccrescentus,CCNA_02773,styphimurium,STM1657,0.394
saureus,udk,styphimurium,udk,0.512
abaylyi,ACIAD0866,styphimurium,yfcM,0.497
abaylyi,ACIAD0354,styphimurium,recN,0.396
ccrescentus,CCNA_02062,styphimurium,recN,0.333
mtuberculosis,Rv1696,styphimurium,recN,0.301
mgenitalium,MG_009,styphimurium,ycfH,0.334
mtuberculosis,Rv0770,styphimurium,ygbJ,0.341
abaylyi,ACIAD0425,styphimurium,rpmE2,0.512
abaylyi,ACIAD0425,saureus,rpmE,0.551
abaylyi,ACIAD0432,saureus,hemN,0.327
saureus,hemN,styphimurium,yggW,0.325
saureus,SA1989,styphimurium,yncB,0.431
ccrescentus,CCNA_02095,saureus,SA1989,0.411
abaylyi,ACIAD0481,saureus,gltT,0.545
saureus,gltT,styphimurium,gltP,0.515
ccrescentus,CCNA_00664,saureus,gltT,0.366
mtuberculosis,Rv2443,saureus,gltT,0.356
mtuberculosis,Rv1463,saureus,SA0774,0.569
ccrescentus,CCNA_01800,saureus,pdhB,0.379
abaylyi,ACIAD0805,saureus,alsT,0.473
saureus,alsT,styphimurium,yaaJ,0.411
saureus,SA1444,syn3a,JCVISYN3A_0215,0.403
ccrescentus,CCNA_02521,saureus,SA1444,0.432
abaylyi,ACIAD0276,styphimurium,thiC,0.698
abaylyi,ACIAD0276,ccrescentus,CCNA_02109,0.647
abaylyi,ACIAD0276,mtuberculosis,Rv0423c,0.598
abaylyi,ACIAD0642,ccrescentus,CCNA_03657,0.433
abaylyi,ACIAD0679,styphimurium,yhiQ,0.348
abaylyi,ACIAD2553,ccrescentus,CCNA_01275,0.51
abaylyi,ACIAD2553,styphimurium,folD,0.512
abaylyi,ACIAD2553,syn3a,JCVISYN3A_0684,0.427
abaylyi,ACIAD2623,styphimurium,pal,0.5
abaylyi,ACIAD2853,styphimurium,hflB,0.591
abaylyi,ACIAD2853,ccrescentus,CCNA_03334,0.545
abaylyi,ACIAD2853,mtuberculosis,Rv3610c,0.458
abaylyi,ACIAD2853,mgenitalium,MG_457,0.425
abaylyi,ACIAD2853,mpne,MPN671,0.459
mtuberculosis,Rv0930,saureus,SA1219,0.338
ccrescentus,CCNA_00293,mtuberculosis,Rv0930,0.33
mtuberculosis,Rv2368c,saureus,phoH,0.52
abaylyi,ACIAD3159,mtuberculosis,Rv2368c,0.496
ccrescentus,CCNA_02727,mtuberculosis,Rv2368c,0.524
saureus,pflB,styphimurium,pflB,0.659
ccrescentus,CCNA_01101,styphimurium,infC,0.588
mtuberculosis,Rv1641,styphimurium,infC,0.449
styphimurium,infC,syn3a,JCVISYN3A_0200,0.363
abaylyi,ACIAD1232,styphimurium,ydhD,0.642
abaylyi,ACIAD0175,styphimurium,znuC,0.45
abaylyi,ACIAD0175,mtuberculosis,Rv1687c,0.331
abaylyi,ACIAD0245,ccrescentus,CCNA_01399,0.476
abaylyi,ACIAD0245,saureus,nrgA,0.476
abaylyi,ACIAD0541,styphimurium,tdcD,0.466
abaylyi,ACIAD0541,syn3a,JCVISYN3A_0230,0.387
abaylyi,ACIAD0541,mpne,MPN533,0.372
abaylyi,ACIAD0719,styphimurium,phnA,0.69
abaylyi,ACIAD0719,ccrescentus,CCNA_03100,0.506
mgenitalium,MG_164,syn3a,JCVISYN3A_0658,0.704
mpne,MPN178,syn3a,JCVISYN3A_0658,0.704
mtuberculosis,Rv0717,syn3a,JCVISYN3A_0658,0.557
mtuberculosis,Rv3624c,styphimurium,hpt,0.491
abaylyi,ACIAD3669,mtuberculosis,Rv3624c,0.47
mtuberculosis,Rv3624c,saureus,SA0468,0.477
mtuberculosis,Rv3624c,syn3a,JCVISYN3A_0216,0.382
ccrescentus,CCNA_00186,styphimurium,yieG,0.456
abaylyi,ACIAD3369,styphimurium,sbp,0.654
ccrescentus,CCNA_00288,styphimurium,sbp,0.611
mtuberculosis,Rv2400c,styphimurium,sbp,0.366
abaylyi,ACIAD1645,styphimurium,trmA,0.532
ccrescentus,CCNA_02507,styphimurium,wcaJ,0.4
abaylyi,ACIAD3517,ccrescentus,CCNA_02634,0.358
ccrescentus,CCNA_02634,styphimurium,murG,0.37
ccrescentus,CCNA_02634,mtuberculosis,Rv2153c,0.339
ccrescentus,CCNA_03270,mtuberculosis,Rv3291c,0.404
mtuberculosis,Rv1826,saureus,SA0760,0.48
ccrescentus,CCNA_03464,saureus,SA0760,0.453
mpne,MPN320,saureus,thyA,0.561
mgenitalium,MG_227,saureus,thyA,0.535
ccrescentus,CCNA_02208,saureus,thyA,0.512
abaylyi,ACIAD0515,saureus,thyA,0.518
mtuberculosis,Rv2764c,saureus,thyA,0.5
saureus,citZ,styphimurium,prpC,0.358
mtuberculosis,Rv2465c,syn3a,JCVISYN3A_0800,0.404
mgenitalium,MG_396,mtuberculosis,Rv2465c,0.42
mpne,D02_orf152,mtuberculosis,Rv2465c,0.386
mtuberculosis,Rv2465c,saureus,lacB,0.344
mtuberculosis,Rv2528c,styphimurium,mrr,0.339
ccrescentus,CCNA_01502,mtuberculosis,Rv3092c,0.465
mtuberculosis,Rv3092c,styphimurium,yedI,0.407
abaylyi,ACIAD3322,styphimurium,lytB,0.648
ccrescentus,CCNA_03471,styphimurium,lytB,0.543
styphimurium,tktA,syn3a,JCVISYN3A_0316,0.426
ccrescentus,CCNA_03735,syn3a,JCVISYN3A_0316,0.411
mtuberculosis,Rv1449c,syn3a,JCVISYN3A_0316,0.374
mpne,MPN082,syn3a,JCVISYN3A_0316,0.382
ccrescentus,CCNA_02446,styphimurium,ygiC,0.476
abaylyi,ACIAD3668,ccrescentus,CCNA_02699,0.558
abaylyi,ACIAD2218,ccrescentus,CCNA_03496,0.441
ccrescentus,CCNA_03562,saureus,atpA,0.621
ccrescentus,CCNA_03562,syn3a,JCVISYN3A_0792,0.548
ccrescentus,CCNA_03562,mpne,MPN600,0.517
ccrescentus,CCNA_03562,mgenitalium,MG_401,0.511
ccrescentus,CCNA_01571,styphimurium,yfgD,0.438
mtuberculosis,Rv2919c,styphimurium,glnB,0.616
abaylyi,ACIAD0966,styphimurium,yggA,0.391
abaylyi,ACIAD0966,saureus,SA0753,0.31
ccrescentus,CCNA_00158,mtuberculosis,Rv0003,0.331
ccrescentus,CCNA_00254,styphimurium,rarD,0.378
abaylyi,ACIAD3401,ccrescentus,CCNA_00416,0.333
ccrescentus,CCNA_02387,styphimurium,gor,0.395
saureus,atpC,styphimurium,atpC,0.333
ccrescentus,CCNA_01011,saureus,hutI,0.377
saureus,hutI,styphimurium,hutI,0.338
mtuberculosis,Rv1348,saureus,SA2217,0.344
ccrescentus,CCNA_03544,styphimurium,nadD,0.3
ccrescentus,CCNA_01011,styphimurium,hutI,0.536
abaylyi,ACIAD0733,mtuberculosis,Rv3148,0.387
abaylyi,ACIAD0733,ccrescentus,CCNA_02029,0.366
abaylyi,ACIAD1072,ccrescentus,CCNA_01550,0.768
abaylyi,ACIAD1072,styphimurium,cysD,0.768
abaylyi,ACIAD1072,mtuberculosis,Rv1285,0.526
abaylyi,ACIAD1215,ccrescentus,CCNA_00294,0.682
abaylyi,ACIAD1215,saureus,pstB,0.563
abaylyi,ACIAD1215,mgenitalium,MG_410,0.474
abaylyi,ACIAD3133,styphimurium,yciI,0.474
ccrescentus,CCNA_00067,styphimurium,yciI,0.372
abaylyi,ACIAD1038,saureus,SA2313,0.318
abaylyi,ACIAD1183,styphimurium,slyD,0.512
ccrescentus,CCNA_00291,styphimurium,phoR,0.345
abaylyi,ACIAD3558,ccrescentus,CCNA_00291,0.313
abaylyi,ACIAD2897,ccrescentus,CCNA_00485,0.426
ccrescentus,CCNA_00485,saureus,SA1040,0.433
ccrescentus,CCNA_00485,mtuberculosis,Rv1540,0.4
ccrescentus,CCNA_00485,syn3a,JCVISYN3A_0517,0.366
ccrescentus,CCNA_03315,styphimurium,moeA,0.324
ccrescentus,CCNA_03315,mtuberculosis,Rv0438c,0.377
ccrescentus,CCNA_03315,saureus,moeA,0.309
ccrescentus,CCNA_02994,mtuberculosis,Rv1384,0.534
mtuberculosis,Rv1384,styphimurium,carB,0.524
abaylyi,ACIAD2861,mtuberculosis,Rv1384,0.517
mtuberculosis,Rv2855,styphimurium,gor,0.304
abaylyi,ACIAD0597,styphimurium,ilvE,0.45
ccrescentus,CCNA_03024,styphimurium,ilvE,0.388
mtuberculosis,Rv2210c,styphimurium,ilvE,0.322
ccrescentus,CCNA_01443,styphimurium,yijF,0.463
abaylyi,ACIAD0481,styphimurium,gltP,0.719
ccrescentus,CCNA_00264,styphimurium,gltP,0.4
mgenitalium,MG_279,mpne,MPN398,0.622
mpne,MPN563,saureus,obg,0.38
mpne,MPN563,syn3a,JCVISYN3A_0377,0.361
mpne,MPN563,mtuberculosis,Rv2440c,0.366
ccrescentus,CCNA_00317,mpne,MPN563,0.431
abaylyi,ACIAD2935,syn3a,JCVISYN3A_0061,0.441
mpne,MPN005,syn3a,JCVISYN3A_0061,0.473
ccrescentus,CCNA_02078,syn3a,JCVISYN3A_0061,0.383
styphimurium,vacB,syn3a,JCVISYN3A_0775,0.304
mpne,MPN243,syn3a,JCVISYN3A_0775,0.321
mgenitalium,MG_341,mpne,MPN516,0.858
mgenitalium,MG_341,syn3a,JCVISYN3A_0804,0.399
mgenitalium,MG_341,saureus,rpoB,0.397
mgenitalium,MG_341,mtuberculosis,Rv0667,0.367
mgenitalium,MG_341,styphimurium,rpoB,0.355
ccrescentus,CCNA_00536,mgenitalium,MG_341,0.354
abaylyi,ACIAD0307,mgenitalium,MG_341,0.35
ccrescentus,CCNA_03104,mtuberculosis,Rv2538c,0.402
abaylyi,ACIAD3353,mtuberculosis,Rv2538c,0.39
ccrescentus,CCNA_00008,styphimurium,dnaA,0.373
ccrescentus,CCNA_01550,styphimurium,cysD,0.748
ccrescentus,CCNA_01550,mtuberculosis,Rv1285,0.496
abaylyi,ACIAD2463,ccrescentus,CCNA_01976,0.483
ccrescentus,CCNA_01976,styphimurium,trpC,0.39
ccrescentus,CCNA_01976,saureus,trpC,0.348
abaylyi,ACIAD2016,mtuberculosis,Rv2854,0.354
mgenitalium,MG_063,mpne,MPN079,0.581
abaylyi,ACIAD0890,styphimurium,trxB,0.692
mtuberculosis,Rv3913,styphimurium,trxB,0.498
saureus,trxB,styphimurium,trxB,0.415
mgenitalium,MG_102,styphimurium,trxB,0.369
ccrescentus,CCNA_02884,styphimurium,ycdC,0.552
abaylyi,ACIAD1402,styphimurium,yfhF,0.638
abaylyi,ACIAD0341,ccrescentus,CCNA_02557,0.321
abaylyi,ACIAD0742,styphimurium,nuoM,0.616
abaylyi,ACIAD0742,ccrescentus,CCNA_02016,0.368
abaylyi,ACIAD0742,mtuberculosis,Rv3157,0.311
saureus,pmi,syn3a,JCVISYN3A_0435,0.401
saureus,glyA,syn3a,JCVISYN3A_0799,0.637
saureus,glyA,styphimurium,glyA,0.592
mtuberculosis,Rv1093,saureus,glyA,0.552
mpne,MPN576,saureus,glyA,0.532
saureus,modC,styphimurium,modC,0.381
mpne,MPN433,saureus,modC,0.331
mtuberculosis,Rv3358,saureus,SA2195,0.404
abaylyi,ACIAD1053,styphimurium,iroN,0.502
mgenitalium,MG_132,syn3a,JCVISYN3A_0438,0.55
mpne,A65_orf144,syn3a,JCVISYN3A_0438,0.481
ccrescentus,CCNA_02555,syn3a,JCVISYN3A_0438,0.356
mtuberculosis,Rv3459c,syn3a,JCVISYN3A_0646,0.622
styphimurium,rpsK,syn3a,JCVISYN3A_0646,0.539
mgenitalium,MG_176,syn3a,JCVISYN3A_0646,0.478
mpne,MPN073,syn3a,JCVISYN3A_0831,0.433
mtuberculosis,Rv1017c,syn3a,JCVISYN3A_0831,0.417
ccrescentus,CCNA_00520,syn3a,JCVISYN3A_0831,0.386
abaylyi,ACIAD2907,syn3a,JCVISYN3A_0831,0.374
ccrescentus,CCNA_01422,mtuberculosis,Rv2533c,0.347
ccrescentus,CCNA_01422,saureus,SA1355,0.316
abaylyi,ACIAD3572,ccrescentus,CCNA_01422,0.302
saureus,SA2232,styphimurium,STM2573,0.391
saureus,vraD,syn3a,JCVISYN3A_0030,0.416
mpne,MPN685,saureus,vraD,0.408
abaylyi,ACIAD0307,styphimurium,rpoB,0.701
abaylyi,ACIAD0307,ccrescentus,CCNA_00536,0.588
abaylyi,ACIAD0307,saureus,rpoB,0.437
abaylyi,ACIAD0307,mtuberculosis,Rv0667,0.443
abaylyi,ACIAD0307,syn3a,JCVISYN3A_0804,0.382
abaylyi,ACIAD0307,mpne,MPN516,0.34
mgenitalium,MG_100,mpne,MPN238,0.725
abaylyi,ACIAD0822,mpne,MPN238,0.323
mpne,MPN238,mtuberculosis,Rv3009c,0.305
mgenitalium,MG_522,mpne,MPN541,0.77
mpne,MPN573,saureus,groEL,0.478
ccrescentus,CCNA_00721,mpne,MPN573,0.45
abaylyi,ACIAD2838,mpne,MPN573,0.43
mpne,MPN573,styphimurium,mopA,0.444
abaylyi,ACIAD2324,styphimurium,lpxB,0.419
abaylyi,ACIAD2324,ccrescentus,CCNA_01986,0.339
abaylyi,ACIAD2619,styphimurium,tolQ,0.454
abaylyi,ACIAD2619,ccrescentus,CCNA_03341,0.38
abaylyi,ACIAD3584,styphimurium,pncA,0.404
mgenitalium,MG_070,mpne,MPN208,0.81
mpne,MPN208,saureus,rpsB,0.403
abaylyi,ACIAD2269,mpne,MPN208,0.391
mpne,MPN208,styphimurium,rpsB,0.396
mgenitalium,MG_261,mpne,MPN378,0.562
mpne,MPN378,syn3a,JCVISYN3A_0612,0.306
mpne,MPN378,styphimurium,dnaE,0.305
ccrescentus,CCNA_01485,styphimurium,galM,0.381
saureus,bglA,styphimurium,bglA,0.605
abaylyi,ACIAD3012,styphimurium,rplM,0.725
ccrescentus,CCNA_01440,styphimurium,rplM,0.539
mpne,MPN617,styphimurium,rplM,0.438
styphimurium,rplM,syn3a,JCVISYN3A_0638,0.439
ccrescentus,CCNA_02834,styphimurium,STM3377,0.529
mtuberculosis,Rv1704c,styphimurium,cycA,0.593
abaylyi,ACIAD0787,ccrescentus,CCNA_03585,0.355
abaylyi,ACIAD1346,styphimurium,sodB,0.641
ccrescentus,CCNA_03672,styphimurium,sodB,0.487
abaylyi,ACIAD0400,mtuberculosis,Rv3775,0.355
