gene,chrom,tss,essential,loeuf,is_tf,regulon_out,regulators_in,ppi_degree,n_pathways,cpg_promoter,enhancers,n_diseases,lineage_master
MIR4325,chr20,57321591,,,0,0,0,0,0,0,120,0,
MIR4326,chr20,63286807,,,0,0,0,0,0,1,173,0,
MIR4327,chr21,30375378,,,0,0,0,0,0,0,28,0,
MIR4328,chrX,78901249,,,0,0,0,0,0,0,28,0,
MIR4329,chrX,112780788,,,0,0,0,0,0,0,57,0,
MIR433,chr14,100881885,,,0,0,0,0,0,1,134,0,
MIR4330,chrX,151168221,,,0,0,0,0,0,0,5,0,
MIR4418,chr1,22266238,,,0,0,0,0,0,0,129,0,
MIR4420,chr1,30739232,,,0,0,0,0,0,0,189,0,
MIR4421,chr1,51059836,,,0,0,0,0,0,0,20,0,
MIR4422,chr1,55225640,,,0,0,0,0,0,0,89,0,
MIR4422HG,chr1,55217860,,,0,0,0,0,0,0,94,0,
MIR4423,chr1,85133793,,,0,0,0,0,0,0,45,0,
MIR4424,chr1,178677748,,,0,0,0,0,0,0,94,0,
MIR4425,chr1,25023502,,,0,0,0,0,0,0,148,0,
MIR4426,chr2,55234163,,,0,0,0,0,0,0,45,0,
MIR4427,chr1,233624151,,,0,0,0,0,0,0,110,0,
MIR4428,chr1,237471118,,,0,0,0,0,0,0,21,0,
MIR4429,chr2,11540677,,,0,0,0,0,0,0,151,0,
MIR4430,chr2,33418515,,,0,0,0,0,0,0,101,0,
MIR4431,chr2,52702615,,,0,0,0,0,0,0,17,0,
MIR4432,chr2,60387445,,,0,0,0,0,0,0,104,0,
MIR4432HG,chr2,60391375,,,0,0,0,0,0,0,111,0,
MIR4433A,chr2,64340758,,,0,0,0,0,0,0,90,0,
MIR4433B,chr2,64340848,,,0,0,0,0,0,0,89,0,
MIR4434,chr2,64525512,,,0,0,0,0,0,0,79,0,
MIR4435-1,chr2,87629754,,,0,0,0,0,0,0,52,0,
MIR4435-2,chr2,87629759,,,0,0,0,0,0,0,52,0,
MIR4435-2HG,chr2,111495161,,,0,0,0,0,0,0,90,0,
MIR4436A,chr2,88812369,,,0,0,0,0,0,0,101,0,
MIR4436B1,chr2,110086523,,,0,0,0,0,0,0,50,0,
MIR4436B2,chr2,110086523,,,0,0,0,0,0,0,50,0,
MIR4437,chr2,181305652,,,0,0,0,0,0,0,78,0,
MIR4438,chr2,213758066,,,0,0,0,0,0,0,20,0,
MIR4439,chr2,225010540,,,0,0,0,0,0,0,110,0,
MIR4440,chr2,239068914,,,0,0,0,0,0,0,130,0,
MIR4441,chr2,239085926,,,0,0,0,0,0,1,141,0,
MIR4442,chr3,25664939,,,0,0,0,0,0,1,51,0,
MIR4443,chr3,48196563,,,0,0,0,0,0,0,97,0,
MIR4444-1,chr2,177212725,,,0,0,0,0,0,1,128,0,
MIR4444-2,chr2,177212725,,,0,0,0,0,0,1,128,0,
MIR4445,chr3,109602827,,,0,0,0,0,0,0,25,0,
MIR4446,chr3,113594875,,,0,0,0,0,0,0,74,0,
MIR4447,chr3,116850367,,,0,0,0,0,0,0,39,0,
MIR4448,chr3,183886799,,,0,0,0,0,0,0,76,0,
MIR4449,chr4,52712681,,,0,0,0,0,0,1,53,0,
MIR4450,chr4,76573567,,,0,0,0,0,0,0,130,0,
MIR4451,chr4,85722467,,,0,0,0,0,0,0,95,0,
MIR4452,chr4,86542552,,,0,0,0,0,0,0,72,0,
MIR4453,chr4,152536427,,,0,0,0,0,0,0,86,0,
MIR4453HG,chr4,152536263,,,0,0,0,0,0,0,86,0,
MIR4454,chr1,229174801,,,0,0,0,0,0,0,139,0,
MIR4455,chr4,184938440,,,0,0,0,0,0,0,74,0,
MIR4456,chr5,535882,,,0,0,0,0,0,1,117,0,
MIR4457,chr5,1309377,,,0,0,0,0,0,0,150,0,
MIR4458,chr5,8460924,,,0,0,0,0,0,0,24,0,
MIR4458HG,chr5,8457686,,,0,0,0,0,0,1,23,0,
MIR4460,chr5,129397147,,,0,0,0,0,0,0,43,0,
MIR4462,chr6,37555422,,,0,0,0,0,0,0,146,0,
MIR4463,chr6,75428406,,,0,0,0,0,0,0,83,0,
MIR4464,chr6,90312741,,,0,0,0,0,0,0,111,0,
MIR4465,chr6,140683813,,,0,0,0,0,0,0,46,0,
MIR4466,chr6,156779731,,,0,0,0,0,0,0,101,0,
MIR4467,chr7,102471468,,,0,0,0,0,0,0,97,0,
MIR4468,chr7,138123757,,,0,0,0,0,0,0,65,0,
MIR4469,chr8,42896275,,,0,0,0,0,0,1,74,0,
MIR4470,chr8,61714787,,,0,0,0,0,0,1,126,0,
MIR4471,chr8,100382762,,,0,0,0,0,0,0,105,0,
MIR4472-1,chr8,142176338,,,0,0,0,0,0,0,136,0,
MIR4472-2,chr12,116428318,,,0,0,0,0,0,0,107,0,
MIR4473,chr9,20411238,,,0,0,0,0,0,0,70,0,
MIR4474,chr9,20502342,,,0,0,0,0,0,0,55,0,
MIR4475,chr9,36823599,,,0,0,0,0,0,0,95,0,
MIR4476,chr9,36893531,,,0,0,0,0,0,0,120,0,
MIR4477A,chr9,41233754,,,0,0,0,0,0,0,15,0,
MIR4477B,chr9,41233835,,,0,0,0,0,0,0,15,0,
MIR4478,chr9,122120167,,,0,0,0,0,0,0,98,0,
MIR4479,chr9,136886732,,,0,0,0,0,0,1,179,0,
MIR448,chrX,114823453,,,0,0,0,0,0,0,7,0,
MIR4480,chr10,12578752,,,0,0,0,0,0,0,101,0,
MIR4481,chr10,12653197,,,0,0,0,0,0,0,90,0,
MIR4482,chr10,104268405,,,0,0,0,0,0,1,124,0,
MIR4483,chr10,113778054,,,0,0,0,0,0,0,58,0,
MIR4484,chr10,125819739,,,0,0,0,0,0,0,83,0,
MIR4485,chr11,10508326,,,0,0,0,0,0,0,108,0,
MIR4486,chr11,19575309,,,0,0,0,0,0,0,98,0,
MIR4487,chr11,47400969,,,0,0,0,0,0,1,143,0,
MIR4488,chr11,61508595,,,0,0,0,0,0,1,161,0,
MIR4489,chr11,65649191,,,0,0,0,0,0,0,142,0,
MIR4490,chr11,90555857,,,0,0,0,0,0,0,24,0,
MIR4491,chr11,111347756,,,0,0,0,0,0,0,146,0,
MIR4492,chr11,118910707,,,0,0,0,0,0,1,177,0,
MIR4493,chr11,123381512,,,0,0,0,0,0,0,103,0,
MIR4494,chr12,47364269,,,0,0,0,0,0,0,102,0,
MIR4495,chr12,97939121,,,0,0,0,0,0,0,33,0,
MIR4496,chr12,108635809,,,0,0,0,0,0,0,188,0,
MIR4497,chr12,109833347,,,0,0,0,0,0,1,85,0,
MIR4498,chr12,120155499,,,0,0,0,0,0,0,111,0,
MIR4499,chr13,20433846,,,0,0,0,0,0,0,119,0,
MIR449A,chr5,55170622,,,0,0,0,0,0,0,41,0,
MIR449B,chr5,55170742,,,0,0,0,0,0,0,41,0,
MIR449C,chr5,55172353,,,0,0,0,0,0,1,45,0,
MIR4500,chr13,87618740,,,0,0,0,0,0,0,9,0,
MIR4500HG,chr13,87670963,,,0,0,0,0,0,1,34,0,
MIR4501,chr13,96427228,,,0,0,0,0,0,0,26,0,
MIR4502,chr13,114273827,,,0,0,0,0,0,0,103,0,
MIR4503,chr14,36952391,,,0,0,0,0,0,0,43,0,
MIR4504,chr14,50299946,,,0,0,0,0,0,0,51,0,
MIR4505,chr14,73758746,,,0,0,0,0,0,1,187,0,
MIR4506,chr14,93948302,,,0,0,0,0,0,0,156,0,
MIR4507,chr14,105858175,,,0,0,0,0,0,0,105,0,
MIR4508,chr15,23562131,,,0,0,0,0,0,0,30,0,
MIR4509-1,chr15,23197826,,,0,0,0,0,0,0,3,0,
MIR4509-2,chr15,23197826,,,0,0,0,0,0,0,3,0,
MIR4509-3,chr15,23197826,,,0,0,0,0,0,0,3,0,
MIR450A1,chrX,134540431,,,0,0,0,0,0,0,77,0,
MIR450A2,chrX,134540607,,,0,0,0,0,0,0,77,0,
MIR450B,chrX,134540262,,,0,0,0,0,0,0,77,0,
MIR4510,chr15,35926855,,,0,0,0,0,0,0,31,0,
MIR4511,chr15,65719332,,,0,0,0,0,0,0,56,0,
MIR4512,chr15,66497034,,,0,0,0,0,0,1,82,0,
MIR4513,chr15,74788757,,,0,0,0,0,0,0,158,0,
MIR4514,chr15,80997473,,,0,0,0,0,0,0,115,0,
MIR4515,chr15,83067334,,,0,0,0,0,0,1,65,0,
MIR4516,chr16,2133118,,,0,0,0,0,0,0,196,0,
MIR4517,chr16,28958582,,,0,0,0,0,0,0,93,0,
MIR4518,chr16,30503918,,,0,0,0,0,0,0,113,0,
MIR4519,chr16,30875323,,,0,0,0,0,0,1,81,0,
MIR451A,chr17,28861440,,,0,0,0,0,0,0,139,0,
MIR451B,chr17,28861370,,,0,0,0,0,0,0,139,0,
MIR452,chrX,151959712,,,0,0,0,0,0,0,42,0,
MIR4520-1,chr17,6655509,,,0,0,0,0,0,1,82,0,
MIR4520-2,chr17,6655448,,,0,0,0,0,0,1,82,0,
MIR4521,chr17,8186944,,,0,0,0,0,0,1,191,0,
MIR4522,chr17,27293996,,,0,0,0,0,0,1,107,0,
MIR4523,chr17,29390661,,,0,0,0,0,0,1,71,0,
MIR4524A,chr17,69099632,,,0,0,0,0,0,0,69,0,
MIR4524B,chr17,69099541,,,0,0,0,0,0,0,69,0,
MIR4525,chr17,82668307,,,0,0,0,0,0,0,138,0,
MIR4526,chr18,13611113,,,0,0,0,0,0,0,156,0,
MIR4527,chr18,47380495,,,0,0,0,0,0,0,18,0,
MIR4527HG,chr18,47285723,,,0,0,0,0,0,0,20,0,
MIR4528,chr18,53237100,,,0,0,0,0,0,0,11,0,
MIR4529,chr18,55479220,,,0,0,0,0,0,0,124,0,
MIR4530,chr19,39409678,,,0,0,0,0,0,1,194,0,
MIR4531,chr19,44653732,,,0,0,0,0,0,0,133,0,
MIR4533,chr20,60478110,,,0,0,0,0,0,0,52,0,
MIR4534,chr22,37988793,,,0,0,0,0,0,0,153,0,
MIR4535,chr22,48780294,,,0,0,0,0,0,0,62,0,
MIR4536-1,chrX,55451582,,,0,0,0,0,0,0,19,0,
MIR4536-2,chrX,55451494,,,0,0,0,0,0,0,19,0,
MIR4537,chr14,105859553,,,0,0,0,0,0,0,109,0,
MIR4538,chr14,105858242,,,0,0,0,0,0,0,105,0,
MIR4539,chr14,105857572,,,0,0,0,0,0,0,103,0,
MIR454,chr17,59137872,,,0,0,0,0,0,0,79,0,
MIR4540,chr9,36864308,,,0,0,0,0,0,0,123,0,
MIR455,chr9,114209433,,,0,0,0,0,0,0,140,0,
MIR4632,chr1,12191712,,,0,0,0,0,0,1,177,0,
MIR4633,chr5,129097687,,,0,0,0,0,0,0,65,0,
MIR4634,chr5,174751733,,,0,0,0,0,0,1,76,0,
MIR4635,chr5,1062974,,,0,0,0,0,0,0,175,0,
MIR4636,chr5,9053895,,,0,0,0,0,0,0,55,0,
MIR4637,chr5,14826012,,,0,0,0,0,0,0,107,0,
MIR4638,chr5,181222633,,,0,0,0,0,0,1,161,0,
MIR4639,chr6,16141555,,,0,0,0,0,0,0,101,0,
MIR4640,chr6,30890882,,,0,0,0,0,0,0,139,0,
MIR4641,chr6,41598722,,,0,0,0,0,0,0,147,0,
MIR4642,chr6,44435640,,,0,0,0,0,0,0,90,0,
MIR4643,chr6,91521659,,,0,0,0,0,0,0,35,0,
MIR4644,chr6,170330760,,,0,0,0,0,0,0,99,0,
MIR4645,chr6,2854107,,,0,0,0,0,0,0,148,0,
MIR4646,chr6,31701091,,,0,0,0,0,0,0,152,0,
MIR4647,chr6,44254285,,,0,0,0,0,0,0,170,0,
MIR4648,chr7,2527073,,,0,0,0,0,0,1,179,0,
MIR4649,chr7,44110848,,,0,0,0,0,0,0,206,0,
MIR4650-1,chr7,67114397,,,0,0,0,0,0,0,43,0,
MIR4650-2,chr7,67114397,,,0,0,0,0,0,0,43,0,
MIR4651,chr7,75915196,,,0,0,0,0,0,1,142,0,
MIR4652,chr7,93716927,,,0,0,0,0,0,0,16,0,
MIR4653,chr7,101159472,,,0,0,0,0,0,0,157,0,
MIR4654,chr1,162157106,,,0,0,0,0,0,0,116,0,
MIR4655,chr7,1844253,,,0,0,0,0,0,0,172,0,
MIR4656,chr7,4788639,,,0,0,0,0,0,1,166,0,
MIR4657,chr7,44881800,,,0,0,0,0,0,0,80,0,
MIR4658,chr7,100156669,,,0,0,0,0,0,0,120,0,
MIR4659A,chr8,6745163,,,0,0,0,0,0,0,87,0,
MIR4659B,chr8,6745240,,,0,0,0,0,0,0,87,0,
MIR466,chr3,31161787,,,0,0,0,0,0,0,57,0,
MIR4660,chr8,9048444,,,0,0,0,0,0,0,125,0,
MIR4661,chr8,91205484,,,0,0,0,0,0,0,47,0,
MIR4662A,chr8,124821984,,,0,0,0,0,0,0,104,0,
MIR4662B,chr8,124822058,,,0,0,0,0,0,0,104,0,
MIR4663,chr8,123215863,,,0,0,0,0,0,0,98,0,
MIR4664,chr8,143733153,,,0,0,0,0,0,1,114,0,
MIR4665,chr9,6007825,,,0,0,0,0,0,1,45,0,
MIR4666A,chr1,228462073,,,0,0,0,0,0,0,121,0,
MIR4666B,chrX,29574277,,,0,0,0,0,0,0,14,0,
MIR4667,chr9,35608093,,,0,0,0,0,0,0,116,0,
MIR4668,chr9,111932099,,,0,0,0,0,0,0,136,0,
MIR4669,chr9,134379410,,,0,0,0,0,0,0,227,0,
MIR4670,chr9,92528058,,,0,0,0,0,0,0,92,0,
MIR4671,chr1,234306466,,,0,0,0,0,0,0,72,0,
MIR4672,chr9,127869495,,,0,0,0,0,0,0,183,0,
MIR4673,chr9,136519626,,,0,0,0,0,0,0,191,0,
MIR4674,chr9,136546259,,,0,0,0,0,0,0,203,0,
MIR4675,chr10,20551969,,,0,0,0,0,0,0,26,0,
MIR4676,chr10,72721028,,,0,0,0,0,0,0,100,0,
MIR4677,chr1,243346175,,,0,0,0,0,0,0,56,0,
MIR4678,chr10,87503880,,,0,0,0,0,0,1,56,0,
MIR4679-1,chr10,89063335,,,0,0,0,0,0,0,64,0,
MIR4679-2,chr10,89063411,,,0,0,0,0,0,0,64,0,
MIR4680,chr10,110898089,,,0,0,0,0,0,0,111,0,
MIR4681,chr10,119377971,,,0,0,0,0,0,0,169,0,
MIR4682,chr10,119958512,,,0,0,0,0,0,0,28,0,
MIR4683,chr10,35641252,,,0,0,0,0,0,0,74,0,
MIR4684,chr1,22719516,,,0,0,0,0,0,0,118,0,
MIR4685,chr10,98431360,,,0,0,0,0,0,0,118,0,
MIR4686,chr11,2173062,,,0,0,0,0,0,0,175,0,
MIR4687,chr11,3856061,,,0,0,0,0,0,0,118,0,
MIR4688,chr11,46376401,,,0,0,0,0,0,0,167,0,
MIR4689,chr1,5862741,,,0,0,0,0,0,0,100,0,
MIR4690,chr11,65636309,,,0,0,0,0,0,0,162,0,
MIR4691,chr11,68033896,,,0,0,0,0,0,0,160,0,
MIR4692,chr11,72783529,,,0,0,0,0,0,0,181,0,
MIR4693,chr11,103849905,,,0,0,0,0,0,0,77,0,
MIR4694,chr11,19760083,,,0,0,0,0,0,0,120,0,
MIR4695,chr1,18883275,,,0,0,0,0,0,1,104,0,
MIR4696,chr11,74720337,,,0,0,0,0,0,0,100,0,
MIR4697,chr11,133898581,,,0,0,0,0,0,0,90,0,
MIR4698,chr12,47187811,,,0,0,0,0,0,0,102,0,
MIR4699,chr12,81158387,,,0,0,0,0,0,0,33,0,
MIR4700,chr12,120723192,,,0,0,0,0,0,0,119,0,
MIR4701,chr12,48772037,,,0,0,0,0,0,0,85,0,
MIR4703,chr13,51552588,,,0,0,0,0,0,0,82,0,
MIR4704,chr13,66218249,,,0,0,0,0,0,0,29,0,
MIR4705,chr13,102046004,,,0,0,0,0,0,0,36,0,
MIR4706,chr14,65044687,,,0,0,0,0,0,0,107,0,
MIR4707,chr14,22957029,,,0,0,0,0,0,1,104,0,
MIR4708,chr14,65335183,,,0,0,0,0,0,0,120,0,
MIR4709,chr14,74480204,,,0,0,0,0,0,0,115,0,
MIR4710,chr14,104677749,,,0,0,0,0,0,1,180,0,
MIR4711,chr1,59733296,,,0,0,0,0,0,0,101,0,
MIR4712,chr15,50360328,,,0,0,0,0,0,0,57,0,
MIR4713,chr15,51242189,,,0,0,0,0,0,0,101,0,
MIR4713HG,chr15,51037487,,,0,0,0,0,0,0,54,0,
MIR4714,chr15,98784425,,,0,0,0,0,0,0,134,0,
MIR4715,chr15,25848825,,,0,0,0,0,0,0,96,0,
MIR4716,chr15,49169153,,,0,0,0,0,0,0,60,0,
MIR4717,chr16,2274619,,,0,0,0,0,0,0,125,0,
MIR4718,chr16,12720320,,,0,0,0,0,0,0,64,0,
MIR4719,chr16,76868935,,,0,0,0,0,0,0,28,0,
MIR4720,chr16,81385017,,,0,0,0,0,0,0,66,0,
MIR4721,chr16,28844007,,,0,0,0,0,0,0,95,0,
MIR4722,chr16,88716337,,,0,0,0,0,0,1,180,0,
MIR4723,chr17,28360653,,,0,0,0,0,0,0,120,0,
MIR4724,chr17,31534882,,,0,0,0,0,0,0,160,0,
MIR4725,chr17,31575268,,,0,0,0,0,0,0,132,0,
MIR4726,chr17,38719690,,,0,0,0,0,0,0,157,0,
MIR4727,chr17,38825837,,,0,0,0,0,0,1,107,0,
MIR4728,chr17,39726494,,,0,0,0,0,0,0,215,0,
MIR4729,chr17,59366082,,,0,0,0,0,0,0,141,0,
MIR4730,chr17,80419417,,,0,0,0,0,0,0,154,0,
MIR4731,chr17,15251696,,,0,0,0,0,0,0,90,0,
MIR4732,chr17,28861730,,,0,0,0,0,0,0,140,0,
MIR4733,chr17,31094425,,,0,0,0,0,0,1,77,0,
MIR4734,chr17,38702331,,,0,0,0,0,0,1,174,0,
MIR4735,chr1,196582481,,,0,0,0,0,0,0,34,0,
MIR4736,chr17,58336022,,,0,0,0,0,0,0,198,0,
MIR4737,chr17,60043105,,,0,0,0,0,0,1,43,0,
MIR4738,chr17,75784607,,,0,0,0,0,0,1,176,0,
MIR4739,chr17,79707249,,,0,0,0,0,0,0,136,0,
MIR4740,chr17,81400778,,,0,0,0,0,0,0,207,0,
MIR4741,chr18,22933348,,,0,0,0,0,0,1,54,0,
MIR4742,chr1,224398311,,,0,0,0,0,0,0,80,0,
MIR4743,chr18,48670599,,,0,0,0,0,0,0,135,0,
MIR4744,chr18,49049768,,,0,0,0,0,0,0,124,0,
MIR4745,chr19,804939,,,0,0,0,0,0,1,154,0,
MIR4746,chr19,4445977,,,0,0,0,0,0,1,113,0,
MIR4747,chr19,4932686,,,0,0,0,0,0,1,98,0,
MIR4748,chr19,10780253,,,0,0,0,0,0,0,149,0,
MIR4749,chr19,49854590,,,0,0,0,0,0,0,199,0,
MIR4750,chr19,49888174,,,0,0,0,0,0,0,197,0,
MIR4751,chr19,49933063,,,0,0,0,0,0,0,154,0,
MIR4752,chr19,54282108,,,0,0,0,0,0,0,74,0,
MIR4753,chr1,235190116,,,0,0,0,0,0,0,50,0,
MIR4754,chr19,58386858,,,0,0,0,0,0,1,123,0,
MIR4755,chr20,34049118,,,0,0,0,0,0,0,118,0,
MIR4756,chr20,54068485,,,0,0,0,0,0,0,134,0,
MIR4757,chr2,19348428,,,0,0,0,0,0,1,73,0,
MIR4758,chr20,62332557,,,0,0,0,0,0,0,208,0,
MIR4759,chr21,26953960,,,0,0,0,0,0,0,68,0,
MIR4760,chr21,40212431,,,0,0,0,0,0,0,63,0,
MIR4761,chr22,19963752,,,0,0,0,0,0,0,200,0,
MIR4762,chr22,45760523,,,0,0,0,0,0,0,105,0,
MIR4763,chr22,46113565,,,0,0,0,0,0,0,232,0,
MIR4764,chr22,33436669,,,0,0,0,0,0,0,52,0,
MIR4765,chr2,32635254,,,0,0,0,0,0,0,38,0,
MIR4766,chr22,40813958,,,0,0,0,0,0,0,83,0,
MIR4767,chrX,7147859,,,0,0,0,0,0,1,76,0,
MIR4768,chrX,17425880,,,0,0,0,0,0,0,60,0,
MIR4769,chrX,47587428,,,0,0,0,0,0,0,92,0,
MIR4770,chrX,6383963,,,0,0,0,0,0,0,14,0,
MIR4771-1,chr2,87194785,,,0,0,0,0,0,0,6,0,
MIR4771-2,chr2,87194785,,,0,0,0,0,0,0,6,0,
MIR4772,chr2,102432288,,,0,0,0,0,0,0,58,0,
MIR4773-1,chr2,151368333,,,0,0,0,0,0,0,65,0,
MIR4773-2,chr2,151368411,,,0,0,0,0,0,0,65,0,
MIR4774,chr2,168582942,,,0,0,0,0,0,0,101,0,
MIR4775,chr2,207754806,,,0,0,0,0,0,0,112,0,
MIR4776-1,chr2,212926256,,,0,0,0,0,0,0,97,0,
MIR4776-2,chr2,212926336,,,0,0,0,0,0,0,97,0,
MIR4777,chr2,231362707,,,0,0,0,0,0,0,151,0,
MIR4778,chr2,66358328,,,0,0,0,0,0,0,49,0,
MIR4779,chr2,86193108,,,0,0,0,0,0,0,100,0,
MIR4780,chr2,88082599,,,0,0,0,0,0,0,98,0,
MIR4781,chr1,54054078,,,0,0,0,0,0,0,48,0,
MIR4782,chr2,113721368,,,0,0,0,0,0,0,61,0,
MIR4783,chr2,127423618,,,0,0,0,0,0,1,102,0,
MIR4784,chr2,131491236,,,0,0,0,0,0,1,75,0,
MIR4785,chr2,160407882,,,0,0,0,0,0,1,132,0,
MIR4786,chr2,239943094,,,0,0,0,0,0,0,131,0,
MIR4787,chr3,50675079,,,0,0,0,0,0,1,88,0,
MIR4788,chr3,134437826,,,0,0,0,0,0,0,94,0,
MIR4789,chr3,175369539,,,0,0,0,0,0,0,50,0,
MIR4790,chr3,5250255,,,0,0,0,0,0,0,74,0,
MIR4791,chr3,19314931,,,0,0,0,0,0,0,23,0,
MIR4793,chr3,48644280,,,0,0,0,0,0,0,136,0,
MIR4794,chr1,64579846,,,0,0,0,0,0,0,72,0,
MIR4795,chr3,87226277,,,0,0,0,0,0,1,56,0,
MIR4796,chr3,114743525,,,0,0,0,0,0,0,68,0,
MIR4797,chr3,197293948,,,0,0,0,0,0,0,82,0,
MIR4798,chr4,7310449,,,0,0,0,0,0,0,155,0,
MIR4799,chr4,147782594,,,0,0,0,0,0,0,132,0,
MIR4800,chr4,2250156,,,0,0,0,0,0,0,143,0,
MIR4801,chr4,37241991,,,0,0,0,0,0,0,25,0,
MIR4802,chr4,40502119,,,0,0,0,0,0,0,112,0,
MIR4803,chr5,72169466,,,0,0,0,0,0,0,127,0,
MIR4804,chr5,72878590,,,0,0,0,0,0,0,49,0,
MIR483,chr11,2134209,,,0,0,0,0,0,0,154,0,
MIR484,chr16,15643293,,,0,0,0,0,0,1,127,0,
MIR485,chr14,101055418,,,0,0,0,0,0,0,75,0,
MIR486-1,chr8,41660508,,,0,0,0,0,0,0,126,0,
MIR486-2,chr8,41660443,,,0,0,0,0,0,0,126,0,
MIR487A,chr14,101052445,,,0,0,0,0,0,0,74,0,
MIR487B,chr14,101046454,,,0,0,0,0,0,0,72,0,
MIR488,chr1,177029445,,,0,0,0,0,0,0,52,0,
MIR489,chr7,93484019,,,0,0,0,0,0,0,20,0,
MIR490,chr7,136903166,,,0,0,0,0,0,0,72,0,
MIR491,chr9,20716104,,,0,0,0,0,0,0,69,0,
MIR492,chr12,94834397,,,0,0,0,0,0,0,86,0,
MIR493,chr14,100869059,,,0,0,0,0,0,0,155,0,
MIR494,chr14,101029633,,,0,0,0,0,0,0,82,0,
MIR495,chr14,101033754,,,0,0,0,0,0,0,78,0,
MIR496,chr14,101060572,,,0,0,0,0,0,0,66,0,
MIR497,chr17,7018022,,,0,0,0,0,0,0,113,0,
MIR497HG,chr17,7019654,,,0,0,0,0,0,0,112,0,
MIR498,chr19,53674196,,,0,0,0,0,0,0,49,0,
MIR4999,chr19,8389380,,,0,0,0,0,0,1,135,0,
MIR499A,chr20,34990375,,,0,0,0,0,0,0,153,0,
MIR499B,chr20,34990472,,,0,0,0,0,0,0,153,0,
MIR5000,chr2,75090811,,,0,0,0,0,0,0,65,0,
MIR5001,chr2,232550573,,,0,0,0,0,0,1,122,0,
MIR5002,chr3,124132928,,,0,0,0,0,0,0,80,0,
MIR5003,chr5,172662164,,,0,0,0,0,0,0,156,0,
MIR5004,chr6,33438330,,,0,0,0,0,0,0,108,0,
MIR5006,chr13,41568395,,,0,0,0,0,0,0,91,0,
MIR5007,chr13,55174453,,,0,0,0,0,0,0,5,0,
MIR5008,chr1,227941683,,,0,0,0,0,0,0,143,0,
MIR5009,chr15,89884030,,,0,0,0,0,0,0,100,0,
MIR500A,chrX,50008430,,,0,0,0,0,0,0,42,0,
MIR500B,chrX,50010671,,,0,0,0,0,0,0,39,0,
MIR501,chrX,50009721,,,0,0,0,0,0,0,41,0,
MIR5010,chr17,42514187,,,0,0,0,0,0,0,141,0,
MIR5011,chr18,67081583,,,0,0,0,0,0,0,21,0,
MIR502,chrX,50014597,,,0,0,0,0,0,0,38,0,
MIR503,chrX,134546398,,,0,0,0,0,0,1,77,0,
MIR503HG,chrX,134546630,,,0,0,0,0,0,1,77,0,
MIR504,chrX,138667793,,,0,0,0,0,0,0,41,0,
MIR5047,chr17,64501313,,,0,0,0,0,0,0,87,0,
MIR505,chrX,139924231,,,0,0,0,0,0,0,44,0,
MIR506,chrX,147230843,,,0,0,0,0,0,0,5,0,
MIR507,chrX,147231077,,,0,0,0,0,0,0,5,0,
MIR508,chrX,147237027,,,0,0,0,0,0,0,3,0,
MIR5087,chr1,148334554,,,0,0,0,0,0,1,87,0,
MIR5088,chr19,49682116,,,0,0,0,0,0,0,149,0,
MIR5089,chr17,46973016,,,0,0,0,0,0,0,89,0,
MIR509-1,chrX,147260625,,,0,0,0,0,0,0,3,0,
MIR509-2,chrX,147258850,,,0,0,0,0,0,0,3,0,
MIR509-3,chrX,147258840,,,0,0,0,0,0,0,3,0,
MIR5090,chr7,102465741,,,0,0,0,0,0,0,107,0,
MIR5091,chr4,13627864,,,0,0,0,0,0,1,69,0,
MIR5092,chr3,125151552,,,0,0,0,0,0,0,139,0,
MIR5093,chr16,85306325,,,0,0,0,0,0,0,175,0,
MIR5094,chr15,89850721,,,0,0,0,0,0,0,138,0,
MIR510,chrX,147272408,,,0,0,0,0,0,0,2,0,
MIR5100,chr10,42997562,,,0,0,0,0,0,0,92,0,
MIR511,chr10,17845106,,,0,0,0,0,0,0,60,0,
MIR512-1,chr19,53666678,,,0,0,0,0,0,0,55,0,
MIR512-2,chr19,53666672,,,0,0,0,0,0,0,55,0,
MIR513A1,chrX,147213591,,,0,0,0,0,0,0,8,0,
MIR513A2,chrX,147225952,,,0,0,0,0,0,0,5,0,
MIR513B,chrX,147199127,,,0,0,0,0,0,0,8,0,
MIR513C,chrX,147189787,,,0,0,0,0,0,0,9,0,
MIR514A1,chrX,147279344,,,0,0,0,0,0,0,1,0,
MIR514A2,chrX,147282030,,,0,0,0,0,0,0,1,0,
MIR514A3,chrX,147282030,,,0,0,0,0,0,0,1,0,
MIR514B,chrX,147250230,,,0,0,0,0,0,0,2,0,
MIR515-1,chr19,53679002,,,0,0,0,0,0,0,44,0,
MIR515-2,chr19,53679002,,,0,0,0,0,0,0,44,0,
MIR516A1,chr19,53756740,,,0,0,0,0,0,0,38,0,
MIR516A2,chr19,53761132,,,0,0,0,0,0,0,40,0,
MIR516B1,chr19,53736844,,,0,0,0,0,0,0,28,0,
MIR516B2,chr19,53725441,,,0,0,0,0,0,0,20,0,
MIR517A,chr19,53712267,,,0,0,0,0,0,0,18,0,
MIR517B,chr19,53721075,,,0,0,0,0,0,0,15,0,
MIR517C,chr19,53741312,,,0,0,0,0,0,0,34,0,
MIR5186,chr3,151565995,,,0,0,0,0,0,0,63,0,
MIR5187,chr1,161227185,,,0,0,0,0,0,0,126,0,
MIR5188,chr12,124915546,,,0,0,0,0,0,0,141,0,
