gene_id	symbol	name	conservation_depth	n_ortholog_species	annotation_status	human_go_exp	ortholog_evidence_source	max_species_support	n_ortholog_novel_go	ortholog_inferred_function	ortholog_novel_go_terms
653333	FAM86B2	family with sequence similarity 86 member B2	eukaryote	3	sparse	2	yeast:EFM3	1	3	protein-lysine N-methyltransferase | molecular function: protein-lysine N-methyltransferase activity | process: peptidyl-lysine trimethylation	GO:0005737:cytoplasm [Component|1sp]; GO:0016279:protein-lysine N-methyltransferase activity [Function|1sp]; GO:0018023:peptidyl-lysine trimethylation [Process|1sp]
10056	FARSB	phenylalanyl-tRNA synthetase subunit beta	eukaryote	863	sparse	8	yeast:FRS1	1	3	phenylalanine--tRNA ligase subunit beta | molecular function: aminoacyl-tRNA deacylase activity, sequence-specific mRNA binding	GO:0002161:aminoacyl-tRNA deacylase activity [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:1990825:sequence-specific mRNA binding [Function|1sp]
64319	FBRS	fibrosin	lobe_finned_fish	365	uncharacterized	0	mouse:Fbrs	1	3	fibrosin | molecular function: growth factor activity | process: positive regulation of fibroblast proliferation	GO:0005576:extracellular region [Component|1sp]; GO:0008083:growth factor activity [Function|1sp]; GO:0048146:positive regulation of fibroblast proliferation [Process|1sp]
54850	FBXL12	F-box and leucine rich repeat protein 12	bilaterian	503	sparse	1	mouse:Fbxl12	1	3	F-box and leucine-rich repeat protein 12 | process: ubiquitin-dependent protein catabolic process	GO:0000151:ubiquitin ligase complex [Component|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0006511:ubiquitin-dependent protein catabolic process [Process|1sp]
146330	FBXL16	F-box and leucine rich repeat protein 16	eukaryote	853	sparse	1	yeast:LUG1	1	3	Lug1p | process: ubiquitin-dependent protein catabolic process	GO:0005737:cytoplasm [Component|1sp]; GO:0006511:ubiquitin-dependent protein catabolic process [Process|1sp]; GO:0019005:SCF ubiquitin ligase complex [Component|1sp]
10517	FBXW10	F-box and WD repeat domain containing 10	tetrapod	13	sparse	0	mouse:Fbxw10	1	3	F-box and WD-40 domain protein 10 | process: inflammatory response, response to wounding, tissue regeneration	GO:0006954:inflammatory response [Process|1sp]; GO:0009611:response to wounding [Process|1sp]; GO:0042246:tissue regeneration [Process|1sp]
11328	FKBP9	FKBP prolyl isomerase 9	bilaterian	870	sparse	0	mouse:Fkbp9	1	3	FK506 binding protein 9 | molecular function: calcium ion binding | process: protein folding	GO:0005509:calcium ion binding [Function|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0006457:protein folding [Process|1sp]
5349	FXYD3	FXYD domain containing ion transport regulator 3	tetrapod	307	sparse	2	mouse:Fxyd3	1	3	FXYD domain-containing ion transport regulator 3 | molecular function: ATPase binding | process: regulation of catalytic activity	GO:0005789:endoplasmic reticulum membrane [Component|1sp]; GO:0050790:regulation of catalytic activity [Process|1sp]; GO:0051117:ATPase binding [Function|1sp]
53826	FXYD6	FXYD domain containing ion transport regulator 6	jawed_vertebrate	664	sparse	2	mouse:Fxyd6	1	3	FXYD domain-containing ion transport regulator 6	GO:0042734:presynaptic membrane [Component|1sp]; GO:0045211:postsynaptic membrane [Component|1sp]; GO:0098978:glutamatergic synapse [Component|1sp]
168391	GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5	bilaterian	245	sparse	1	fly:Pgant35A	1	3	Polypeptide N-acetylgalactosaminyltransferase 35A | molecular function: polypeptide N-acetylgalactosaminyltransferase activity | process: open tracheal system development, protein O-linked glycosylation via N-acetylgalactosamine	GO:0004653:polypeptide N-acetylgalactosaminyltransferase activity [Function|1sp]; GO:0007424:open tracheal system development [Process|1sp]; GO:0016266:protein O-linked glycosylation via N-acetylgalactosamine [Process|1sp]
84691	GARIN1B	golgi associated RAB2 interactor 1B	amniote	255	sparse	1	mouse:Garin1b	1	3	golgi associated RAB2 interactor 1B | process: acrosome assembly, acrosome reaction	GO:0001675:acrosome assembly [Process|1sp]; GO:0005794:Golgi apparatus [Component|1sp]; GO:0007340:acrosome reaction [Process|1sp]
729085	GASK1A	golgi associated kinase 1A	vertebrate	804	uncharacterized	0	mouse:Gask1a	1	3	golgi associated kinase 1A	GO:0005576:extracellular region [Component|1sp]; GO:0005783:endoplasmic reticulum [Component|1sp]; GO:0005794:Golgi apparatus [Component|1sp]
54834	GDAP2	ganglioside induced differentiation associated protein 2	bilaterian	864	sparse	2	fly:Gdap2	1	3	Gdap2 | process: response to oxidative stress, response to retinoic acid, response to starvation	GO:0006979:response to oxidative stress [Process|1sp]; GO:0032526:response to retinoic acid [Process|1sp]; GO:0042594:response to starvation [Process|1sp]
2661	GDF9	growth differentiation factor 9	jawed_vertebrate	851	sparse	2	mouse:Gdf9	1	3	growth differentiation factor 9 | process: oocyte growth, negative regulation of cell growth	GO:0001555:oocyte growth [Process|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0030308:negative regulation of cell growth [Process|1sp]
81577	GFOD2	Gfo/Idh/MocA-like oxidoreductase domain containing 2	bilaterian	524	sparse	0	mouse:Gfod2	1	3	glucose-fructose oxidoreductase domain containing 2 | molecular function: identical protein binding | process: extracellular matrix organization	GO:0030198:extracellular matrix organization [Process|1sp]; GO:0031012:extracellular matrix [Component|1sp]; GO:0042802:identical protein binding [Function|1sp]
91227	GGTLC2	gamma-glutamyltransferase light chain 2	bilaterian	6	sparse	2	fly:Ggt-1	1	3	gamma-glutamyl transpeptidase | molecular function: glutathione gamma-glutamate hydrolase | process: response to light stimulus	GO:0005576:extracellular region [Component|1sp]; GO:0009416:response to light stimulus [Process|1sp]; GO:0036374:glutathione gamma-glutamate hydrolase [Function|1sp]
256356	GK5	glycerol kinase 5	bilaterian	882	sparse	1	mouse:Gk5	1	3	glycerol kinase 5 | molecular function: glycerol kinase activity | process: glycerol-3-phosphate biosynthetic process	GO:0004370:glycerol kinase activity [Function|1sp]; GO:0005737:cytoplasm [Component|1sp]; GO:0046167:glycerol-3-phosphate biosynthetic process [Process|1sp]
80318	GKAP1	G kinase anchoring protein 1	vertebrate	808	sparse	2	mouse:Gkap1	1	3	G kinase anchoring protein 1 | process: receptor guanylyl cyclase signaling pathway, positive regulation of insulin receptor signaling pathway	GO:0005794:Golgi apparatus [Component|1sp]; GO:0007168:receptor guanylyl cyclase signaling pathway [Process|1sp]; GO:0046628:positive regulation of insulin receptor signaling pathway [Process|1sp]
56287	GKN1	gastrokine 1	tetrapod	363	sparse	2	mouse:Gkn1	1	3	gastrokine 1 | molecular function: growth factor activity | process: positive regulation of cell population proliferation	GO:0008083:growth factor activity [Function|1sp]; GO:0008284:positive regulation of cell population proliferation [Process|1sp]; GO:0030141:secretory granule [Component|1sp]
113263	GLCCI1	glucocorticoid induced 1	jawed_vertebrate	843	sparse	1	rat:Glcci1	1	3	glucocorticoid induced 1 | process: cellular response to glucose stimulus	GO:0005737:cytoplasm [Component|1sp]; GO:0071333:cellular response to glucose stimulus [Process|1sp]; GO:0098846:podocyte foot [Component|1sp]
11010	GLIPR1	GLI pathogenesis related 1	bilaterian	327	sparse	2	worm:scl-1	1	3	SCP domain-containing protein | process: determination of adult lifespan, response to heat, response to UV	GO:0008340:determination of adult lifespan [Process|1sp]; GO:0009408:response to heat [Process|1sp]; GO:0009411:response to UV [Process|1sp]
54865	GPATCH4	G-patch domain containing 4 (gene/pseudogene)	eukaryote	848	sparse	2	yeast:TMA23	1	3	Tma23p | process: hematopoietic progenitor cell differentiation, ribosomal small subunit biogenesis	GO:0002244:hematopoietic progenitor cell differentiation [Process|1sp]; GO:0005730:nucleolus [Component|1sp]; GO:0042274:ribosomal small subunit biogenesis [Process|1sp]
23131	GPATCH8	G-patch domain containing 8	vertebrate	861	sparse	2	mouse:Gpatch8	1	3	G patch domain containing 8 | molecular function: mRNA binding | process: mRNA splicing, via spliceosome, hemopoiesis	GO:0000398:mRNA splicing, via spliceosome [Process|1sp]; GO:0003729:mRNA binding [Function|1sp]; GO:0030097:hemopoiesis [Process|1sp]
54707	GPN2	GPN-loop GTPase 2	eukaryote	872	sparse	1	yeast:GPN2	1	3	GTPase GPN2 | process: protein import into nucleus, establishment of mitotic sister chromatid cohesion	GO:0005737:cytoplasm [Component|1sp]; GO:0006606:protein import into nucleus [Process|1sp]; GO:0034087:establishment of mitotic sister chromatid cohesion [Process|1sp]
2835	GPR12	G protein-coupled receptor 12	jawed_vertebrate	863	sparse	1	mouse:Gpr12	1	3	G-protein coupled receptor 12 | molecular function: phosphatidylcholine binding | process: intracellular calcium ion homeostasis, G protein-coupled receptor signaling pathway	GO:0006874:intracellular calcium ion homeostasis [Process|1sp]; GO:0007186:G protein-coupled receptor signaling pathway [Process|1sp]; GO:0031210:phosphatidylcholine binding [Function|1sp]
344758	GPR149	G protein-coupled receptor 149	vertebrate	563	sparse	0	mouse:Gpr149	1	3	G protein-coupled receptor 149 | process: preantral ovarian follicle growth, antral ovarian follicle growth, negative regulation of ovulation	GO:0001546:preantral ovarian follicle growth [Process|1sp]; GO:0001547:antral ovarian follicle growth [Process|1sp]; GO:0060280:negative regulation of ovulation [Process|1sp]
2850	GPR27	G protein-coupled receptor 27	tetrapod	515	sparse	0	mouse:Gpr27	1	3	G protein-coupled receptor 27 | process: positive regulation of insulin secretion involved in cellular response to glucose stimulus, positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway	GO:0005886:plasma membrane [Component|1sp]; GO:0035774:positive regulation of insulin secretion involved in cellular response to glucose stimulus [Process|1sp]; GO:1900738:positive regulation of phospholipase C-activating G protein-coupled receptor signaling pathway [Process|1sp]
9687	GREB1	growth regulating estrogen receptor binding 1	jawed_vertebrate	864	sparse	1	zebrafish:greb1	1	3	growth regulating estrogen receptor binding 1 | process: pituitary gland development, convergent extension, somite development	GO:0021983:pituitary gland development [Process|1sp]; GO:0060026:convergent extension [Process|1sp]; GO:0061053:somite development [Process|1sp]
23199	GSE1	Gse1 coiled-coil protein	vertebrate	845	sparse	1	mouse:Gse1	1	3	genetic suppressor element 1, coiled-coil protein | process: in utero embryonic development, placenta development, gene expression	GO:0001701:in utero embryonic development [Process|1sp]; GO:0001890:placenta development [Process|1sp]; GO:0010467:gene expression [Process|1sp]
79807	GSTCD	glutathione S-transferase C-terminal domain containing	bilaterian	869	sparse	4	mouse:Gstcd	1	3	glutathione S-transferase, C-terminal domain containing | process: chronic inflammatory response, response to lipopolysaccharide, respiratory system development	GO:0002544:chronic inflammatory response [Process|1sp]; GO:0032496:response to lipopolysaccharide [Process|1sp]; GO:0060541:respiratory system development [Process|1sp]
1404	HAPLN1	hyaluronan and proteoglycan link protein 1	jawed_vertebrate	739	sparse	2	mouse:Hapln1	1	3	hyaluronan and proteoglycan link protein 1 | process: sprouting angiogenesis, cardiac muscle tissue regeneration	GO:0002040:sprouting angiogenesis [Process|1sp]; GO:0045202:synapse [Component|1sp]; GO:0061026:cardiac muscle tissue regeneration [Process|1sp]
3042	HBM	hemoglobin subunit mu	bilaterian	190	sparse	1	fly:glob1	1	3	globin 1 | molecular function: iron ion binding, oxygen binding	GO:0005506:iron ion binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0019825:oxygen binding [Function|1sp]
3049	HBQ1	hemoglobin subunit theta 1	bilaterian	196	sparse	1	fly:glob1	1	3	globin 1 | molecular function: iron ion binding, oxygen binding	GO:0005506:iron ion binding [Function|1sp]; GO:0005886:plasma membrane [Component|1sp]; GO:0019825:oxygen binding [Function|1sp]
374659	HDDC3	HD domain containing 3	bilaterian	798	sparse	1	fly:Mesh1	1	3	Metazoan SpoT homolog-1 | molecular function: guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity | process: guanosine tetraphosphate catabolic process, response to starvation	GO:0008893:guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity [Function|1sp]; GO:0015971:guanosine tetraphosphate catabolic process [Process|1sp]; GO:0042594:response to starvation [Process|1sp]
256957	HEATR9	HEAT repeat containing 9	tetrapod	340	sparse	1	mouse:Heatr9	1	3	HEAT repeat containing 9 | process: hematopoietic progenitor cell differentiation, response to virus, response to cytokine	GO:0002244:hematopoietic progenitor cell differentiation [Process|1sp]; GO:0009615:response to virus [Process|1sp]; GO:0034097:response to cytokine [Process|1sp]
50865	HEBP1	heme binding protein 1	lobe_finned_fish	539	sparse	2	mouse:Hebp1	1	3	heme binding protein 1 | molecular function: heme binding	GO:0005737:cytoplasm [Component|1sp]; GO:0005829:cytosol [Component|1sp]; GO:0020037:heme binding [Function|1sp]
64224	HERPUD2	HERPUD family member 2	bilaterian	859	sparse	1	mouse:Herpud2	1	3	HERPUD family member 2 | process: spermatogenesis, endoplasmic reticulum unfolded protein response, IRE1-mediated unfolded protein response	GO:0007283:spermatogenesis [Process|1sp]; GO:0030968:endoplasmic reticulum unfolded protein response [Process|1sp]; GO:0036498:IRE1-mediated unfolded protein response [Process|1sp]
10362	HMG20B	high mobility group 20B	bilaterian	854	sparse	2	mouse:Hmg20b	1	3	high mobility group 20B | process: negative regulation of protein sumoylation, skeletal muscle cell differentiation, positive regulation of neuron differentiation	GO:0033234:negative regulation of protein sumoylation [Process|1sp]; GO:0035914:skeletal muscle cell differentiation [Process|1sp]; GO:0045666:positive regulation of neuron differentiation [Process|1sp]
84343	HPS3	HPS3 biogenesis of lysosomal organelles complex 2 subunit 1	bilaterian	873	sparse	2	mouse:Hps3	1	3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 | process: pigmentation, eye pigmentation	GO:0005737:cytoplasm [Component|1sp]; GO:0043473:pigmentation [Process|1sp]; GO:0048069:eye pigmentation [Process|1sp]
374875	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like	eukaryote	661	sparse	1	yeast:IRC24	1	3	sepiapterin reductase family protein IRC24 | molecular function: oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	GO:0005737:cytoplasm [Component|1sp]; GO:0016616:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [Function|1sp]; GO:0050664:oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor [Function|1sp]
27129	HSPB7	heat shock protein family B (small) member 7	vertebrate	876	sparse	3	mouse:Hspb7	1	3	heat shock protein family B (small) member 7 | molecular function: filamin binding	GO:0005739:mitochondrion [Component|1sp]; GO:0015629:actin cytoskeleton [Component|1sp]; GO:0031005:filamin binding [Function|1sp]
285148	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative)	eukaryote	874	sparse	1	yeast:IAH1	1	3	isoamyl acetate-hydrolyzing esterase | molecular function: hydrolase activity, acting on ester bonds | process: acetate metabolic process, gene expression	GO:0006083:acetate metabolic process [Process|1sp]; GO:0010467:gene expression [Process|1sp]; GO:0016788:hydrolase activity, acting on ester bonds [Function|1sp]
