deg_dataset,deg_gene_id,gene_name,cog,func_class,description,organism,refseq,condition,uniprot,gi
DEG1027,DEG10270297,-,-,-,Probable PhiRv1 phage protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,L0T9U5,57116889
DEG1027,DEG10270298,-,COG1961L,-,Probable PhiRv1 integrase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06604,15608724
DEG1027,DEG10270299,nadB,COG0029H,-,Probable L-aspartate oxidase NadB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XYD4 P9WJJ9,15608733
DEG1027,DEG10270300,nadC,COG0157H,-,Probable nicotinate-nucleotide pyrophosphatase NadC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBW1 P9WJJ7,15608734
DEG1027,DEG10270301,hisD,COG0141E,-,Probable histidinol dehydrogenase HisD (HDH),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNW9 I6Y6Z1,15608737
DEG1027,DEG10270302,hisC1,COG0079E,-,Probable histidinol-phosphate aminotransferase HisC1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WML7 I6XYD8,57116891
DEG1027,DEG10270303,hisB,COG0131E,-,Probable imidazole glycerol-phosphate dehydratase HisB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WML9 I6XBW5,15608739
DEG1027,DEG10270304,hisI,COG0139E,-,"Probable phosphoribosyl-AMP 1,6 cyclohydrolase HisI",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBX1 P9WMM7,57116892
DEG1027,DEG10270305,trpE,COG0147EH,-,Anthranilate synthase component I TrpE (glutamine amidotransferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y6Z9 P9WFX3,15608747
DEG1027,DEG10270306,trpC,COG0134E,-,Probable indole-3-glycerol phosphate synthase TrpC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFX7 I6XBX6,15608749
DEG1027,DEG10270307,trpB,COG0133E,-,"Tryptophan synthase, beta subunit TrpB",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFX9 I6YB27,15608750
DEG1027,DEG10270308,trpA,COG0159E,-,"Probable tryptophan synthase, alpha subunit TrpA",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X1S3 P9WFY1,15608751
DEG1027,DEG10270309,lgt,COG0682M,-,Possible prolipoprotein diacylglyceryl transferases Lgt,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WK93 I6Y704,15608752
DEG1027,DEG10270310,pykA,COG0469G,-,Probable pyruvate kinase PykA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YB35 P9WKE5,15608755
DEG1027,DEG10270311,cydC,COG4987CO,-,Probable 'component linked with the assembly of cytochrome' transport transmembrane ATP-binding protein ABC transporter CydC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06137,15608758
DEG1027,DEG10270312,cydB,COG1294C,-,Probable integral membrane cytochrome D ubiquinol oxidase (subunit II) CydB (cytochrome BD-I oxidase subunit II),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06139,15608760
DEG1027,DEG10270313,polA,COG0749L,-,Probable DNA polymerase I PolA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y715 P9WNU5,15608767
DEG1027,DEG10270314,coaE,COG2320S,-,Probable dephospho-CoA kinase CoaE (dephosphocoenzyme a kinase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XBZ1 P9WPA3,15608769
DEG1027,DEG10270315,pheS,-,-,"Probable phenylalanyl-tRNA synthetase, alpha chain PheS",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFU3 I6XC11,448824761
DEG1027,DEG10270316,pheT,COG0072J,-,"Probable phenylalanyl-tRNA synthetase, beta chain PheT",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YB66 P9WFU1,15608788
DEG1027,DEG10270317,argC,COG0002E,-,Probable N-acetyl-gamma-glutamyl-phoshate reductase ArgC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y733 P9WPZ9,15608790
DEG1027,DEG10270318,argG,COG0137E,-,Probable argininosuccinate synthase ArgG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WPW7 I6XYK2,15608796
DEG1027,DEG10270319,pks7,COG3321Q,-,Probable polyketide synthase Pks7,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P94996,15608799
DEG1027,DEG10270320,pks8,COG3321Q,-,Probable polyketide synthase Pks8,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O65933,15608800
DEG1027,DEG10270321,-,COG3243I,-,Possible bifunctional enzyme; long-chain acyl-CoA synthase and lipase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O33185,15608821
DEG1027,DEG10270322,tyrS,COG0162J,-,Probable tyrosyl-tRNA synthase TyrS (TYRRS),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFT1 I6YB96,15608827
DEG1027,DEG10270323,-,COG4825S,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O33198,15608835
DEG1027,DEG10270324,mctB,-,-,Outer membrane protein MctB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJ83 I6XC65,15608836
DEG1027,DEG10270325,pyrG,COG0504F,-,Probable CTP synthase PyrG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHK7 I6YBA3,15608837
DEG1027,DEG10270326,-,COG1192D,-,Putative initiation inhibitor protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y7A6 P9WLT1,15608846
DEG1027,DEG10270327,-,COG1187J,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHQ1 I6YBF3,15608849
DEG1027,DEG10270328,-,COG3315Q,-,Possible S-adenosylmethionine-dependent methyltransferase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XCD0 P9WFH9,15608867
DEG1027,DEG10270329,-,COG1680V,-,Possible penicillin-binding protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P71988,15608868
DEG1027,DEG10270330,PPE24,COG5651N,-,PPE family protein PPE24,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YBJ1 P9WI15,57116904
DEG1027,DEG10270331,-,COG1309K,-,Possible transcriptional regulatory protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O33179,15608914
DEG1027,DEG10270332,eccB5,-,-,ESX conserved component EccB5 ESX-5 type VII secretion system protein Probable membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X2B2 P9WNQ9,15608920
DEG1027,DEG10270333,eccC5,-,-,ESX conserved component EccC5 ESX-5 type VII secretion system protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y7H1 P9WNA5,448816588
DEG1027,DEG10270334,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53943,15608931
DEG1027,DEG10270335,eccD5,-,-,ESX conserved component EccD5 ESX-5 type VII secretion system protein Probable membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XCI6 P9WNP9,15608932
DEG1027,DEG10270336,mycP5,COG1404O,-,Probable proline rich membrane-anchored mycosin MycP5 (serine protease) (subtilisin-like protease) (subtilase-like) (mycosin-5),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53945,15608933
DEG1027,DEG10270337,eccE5,-,-,ESX conserved component EccE5 ESX-5 type VII secretion system protein Probable membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJE3 I6X2C3,15608934
DEG1027,DEG10270338,eccA5,COG1223R,-,ESX conserved component EccA5 ESX-5 type VII secretion system protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WPI1 I6Y7I5,15608935
DEG1027,DEG10270339,PPE31,COG5651N,-,PPE family protein PPE31,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,-,57116920
DEG1027,DEG10270340,secA2,COG0653U,-,Possible preprotein translocase ATPase SecA2,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YBP5 P9WGP3,15608958
DEG1027,DEG10270341,pgsA2,COG0558I,-,Probable CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA2 (PGP synthase) (phosphatidylglycerophosphate synthase) (3-phosphatidyl-1'-glycerol-3'phosphate synthase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X2E4 P9WPG5,15608959
DEG1027,DEG10270342,gcvH,COG0509E,-,Probable glycine cleavage system H protein GcvH,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN55 I6YBP9,15608963
DEG1027,DEG10270343,-,COG0789K,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WME7 I6Y7L3,15608965
DEG1027,DEG10270344,-,COG0789K,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WME5 I6XCL7,15608967
DEG1027,DEG10270345,gcvB,COG1003E,-,Probable glycine dehydrogenase GcvB (glycine decarboxylase) (glycine cleavage system P-protein),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X2F4 P9WN53,15608969
DEG1027,DEG10270346,PE_PGRS34,COG3064M,-,PE-PGRS family protein PE_PGRS34,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIF3 I6XCM5,57116924
DEG1027,DEG10270347,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P95149,448824765
DEG1027,DEG10270348,katG,COG0376P,-,Catalase-peroxidase-peroxynitritase T KatG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YBX7 P9WIE5,15609045
DEG1027,DEG10270349,PPE34,COG5651N,-,PPE family protein PPE34,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q79FI9,57116928
DEG1027,DEG10270350,PPE35,COG5651N,-,PPE family protein PPE35,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q79FI8,57116929
DEG1027,DEG10270351,-,COG0543HC,-,Possible oxygenase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P95277,15609074
DEG1027,DEG10270352,mce3R,COG1309K,-,Probable transcriptional repressor (probably TetR-family) Mce3R,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P95251,15609100
DEG1027,DEG10270353,-,COG2226H,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJZ5 I6XZI5,15609140
DEG1027,DEG10270354,-,COG2187S,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XD29 P9WLN3,15609141
DEG1027,DEG10270355,otsB1,COG1554G,-,Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X2Y1 P9WN15,57116935
DEG1027,DEG10270356,-,COG1373R,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLM9 I6XZJ0,15609145
DEG1027,DEG10270357,-,COG2856E,-,Transcriptional regulatory protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53463,15609154
DEG1027,DEG10270358,-,COG2442S,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53464,15609155
DEG1027,DEG10270359,acg,-,-,Conserved protein Acg,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIZ9 I6XZL6,15609169
DEG1027,DEG10270360,-,COG1752R,-,Conserved transmembrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,L0TB61,15609174
DEG1027,DEG10270361,pks12,-,-,Polyketide synthase Pks12,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XD69,448824772
DEG1027,DEG10270362,ppm1,COG0815M,-,Polyprenol-monophosphomannose synthase Ppm1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53493,15609188
DEG1027,DEG10270363,-,COG3206M,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLK7 I6XZR8,15609216
DEG1027,DEG10270364,pepE,COG0006E,-,Dipeptidase PepE,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHS7 I6XZS8,15609226
DEG1027,DEG10270365,tatC,COG0805U,-,Sec-independent protein translocase transmembrane protein TatC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y8D1 P9WG97,15609230
DEG1027,DEG10270366,pafA,-,-,Proteasome accessory factor a PafA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNU7 I6X373,15609234
DEG1027,DEG10270367,prcA,COG0638O,-,Proteasome alpha subunit PrcA; assembles with beta subunit PrcB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WHU1 I6XDC3,15609246
DEG1027,DEG10270368,prcB,COG0638O,-,Proteasome beta subunit PrcB; assembles with alpha subunit PrcA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YCG2 P9WHT9,15609247
DEG1027,DEG10270369,dop,-,-,Deamidase of pup Dop,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNU9 I6Y8F0,15609249
DEG1027,DEG10270370,hisG,COG0040E,-,ATP phosphoribosyltransferase HisG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMN1 I6X398,15609258
DEG1027,DEG10270371,metH,COG1410E,-,"5-methyltetrahydrofolate--homocystein methyltransferase MetH (methionine synthase, vitamin-B12 dependent isozyme) (ms)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDD7 O33259,15609261
DEG1027,DEG10270372,mshC,COG0215J,-,Cysteine:1D-myo-inosityl 2-amino-2-deoxy--D-glucopyranoside ligase MshC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJM9 I6YCI3,15609267
DEG1027,DEG10270373,pyrD,COG0167F,-,Probable dihydroorotate dehydrogenase PyrD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X3B8 P9WHL1,15609276
DEG1027,DEG10270374,-,COG1799S,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGJ5 I6YCK1,15609284
DEG1027,DEG10270375,murC,COG0773M,-,Probable UDP-N-acetylmuramate-alanine ligase MurC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJL7 I6YCK5,15609289
DEG1027,DEG10270376,murG,COG0707M,-,Probable UPD-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol-N-acetylglucosamine transferase MurG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X3D5 P9WJK9,15609290
DEG1027,DEG10270377,ftsW,COG0772D,-,FtsW-like protein FtsW,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y8J0 P9WN97,15609291
DEG1027,DEG10270378,murD,-,-,Probable UDP-N-acetylmuramoylalanine-D-glutamate ligase MurD,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XZZ3 P9WJL5,448824776
DEG1027,DEG10270379,murX,COG0472M,-,Probable phospho-N-acetylmuramoyl-pentappeptidetransferase MurX,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMW7 I6XDH8,15609293
DEG1027,DEG10270380,pbpB,COG0768M,-,Probable penicillin-binding membrane protein PbpB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,L0T911 O06214,15609300
DEG1027,DEG10270381,-,COG5178A,-,Probable conserved proline rich membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O06213,15609301
DEG1027,DEG10270382,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJP1 I6Y003,448824777
DEG1027,DEG10270383,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53506,15609309
DEG1027,DEG10270384,mptA,-,-,Alpha(1->6)mannosyltransferase Possible conserved integral membrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53508 I6Y8M1,15609311
DEG1027,DEG10270385,aroG,COG3200E,-,"3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible)",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X3I6 O53512,15609315
DEG1027,DEG10270386,-,COG0204I,-,1-acylglycerol-3-phosphate O-acyltransferase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,O53516,15609319
DEG1027,DEG10270387,pimB,COG0438M,-,Mannosyltransferase PimB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMZ3 I6X3J8,57116954
DEG1027,DEG10270388,ctaE,COG1845C,-,Probable cytochrome C oxidase (subunit III) CtaE,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y8N5 P9WP67,15609330
DEG1027,DEG10270389,qcrC,COG2010C,-,Probable ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WP35 I6Y059,15609331
DEG1027,DEG10270390,qcrA,COG0723C,-,Probable rieske iron-sulfur protein QcrA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WH23 I6XDR2,15609332
DEG1027,DEG10270391,qcrB,COG1290C,-,Probable ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YCT0 P9WP37,15609333
DEG1027,DEG10270392,ctaC,COG1622C,-,Probable transmembrane cytochrome C oxidase (subunit II) CtaC,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WP69 I6XDR7,15609337
DEG1027,DEG10270393,asnB,COG0367E,-,Probable asparagine synthetase AsnB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN33 I6YCT5,15609338
DEG1027,DEG10270394,adoK,COG0524G,-,Adenosine kinase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WID5 I6X3L0,15609339
DEG1027,DEG10270395,ilvE,COG0115EH,-,Branched-chain amino acid transaminase IlvE,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDS7 P9WQ75,15609347
DEG1027,DEG10270396,gcvT,COG0404E,-,Probable aminomethyltransferase GcvT (glycine cleavage system T protein),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YCU4 P9WN51,15609348
DEG1027,DEG10270397,dlaT,COG0508C,-,"DlaT, dihydrolipoamide acyltransferase, E2 component of pyruvate dehydrogenase",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDT2 P9WIS7,15609352
DEG1027,DEG10270398,lipB,COG0321H,-,Probable lipoate biosynthesis protein B LipB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WK83 I6X3L9,15609354
DEG1027,DEG10270399,lipA,COG0320H,-,Probable lipoate biosynthesis protein A LipA,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y8Q8 P9WK91,15609355
DEG1027,DEG10270400,glnA1,COG0174E,-,Glutamine synthetase GlnA1 (glutamine synthase) (GS-I),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6YCV1 P9WN39,15609357
DEG1027,DEG10270401,glnE,COG1391OT,-,Glutamate-ammonia-ligase adenylyltransferase GlnE (glutamine-synthetase adenylyltransferase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WN27 I6X3M5,15609358
DEG1027,DEG10270402,panB,COG0413H,-,3-methyl-2-oxobutanoate hydroxymethyltransferase PanB,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WIL7 I6YCV6,15609362
DEG1027,DEG10270403,-,COG0406G,-,"Multifunctional protein Has RNASE H,alpha-ribazole phosphatase, and acid phosphatase activities",Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLH5 I6Y088,15609365
DEG1027,DEG10270404,-,COG3346S,-,Probable conserved transmembrane protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WGA7 I6X3N7,15609372
DEG1027,DEG10270405,aceE,-,-,Pyruvate dehydrogenase E1 component AceE (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y098 P9WIS9,448824781
DEG1027,DEG10270406,-,COG2508TQ,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDV2 P9WPH5,15609379
DEG1027,DEG10270407,kasA,COG0304IQ,-,3-oxoacyl-[acyl-carrier protein] synthase 1 KasA (beta-ketoacyl-ACP synthase) (KAS I),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y8T4 P9WQD9,15609382
DEG1027,DEG10270408,kasB,COG0304IQ,-,3-oxoacyl-[acyl-carrier protein] synthase 2 KasB (beta-ketoacyl-ACP synthase) (KAS I),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y0A3 P9WQD7,15609383
DEG1027,DEG10270409,accD6,COG4799I,-,Acetyl/propionyl-CoA carboxylase (beta subunit) AccD6,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WQH5 I6XDV6,15609384
DEG1027,DEG10270410,glpD1,COG0578C,-,Probable glycerol-3-phosphate dehydrogenase GlpD1,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X3P8 P9WN81,15609386
DEG1027,DEG10270411,-,COG1597IR,-,Diacylglycerol kinase,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDV8 P9WP29,15609389
DEG1027,DEG10270412,-,COG1293K,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLG1 I6YCZ2,15609404
DEG1027,DEG10270413,cyp128,COG2124Q,-,Probable cytochrome P450 128 Cyp128,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6X3R7 P9WPN7,15609405
DEG1027,DEG10270414,-,-,-,hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6XDX6 P9WPF9,15609412
DEG1027,DEG10270415,-,COG0583K,-,Probable transcription regulator (LysR family),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WMF3 I6X3S8,15609419
DEG1027,DEG10270416,-,COG0589T,-,Universal stress protein family protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WLB5 I6X3W7,15609456
DEG1027,DEG10270417,-,-,-,Hypothetical protein,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P95232,15609473
DEG1027,DEG10270418,moeW,COG0476H,-,Possible molybdopterin biosynthesis protein MoeW,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P95234,15609475
DEG1027,DEG10270419,mmpL9,COG2409R,-,Probable conserved transmembrane transport protein MmpL9,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WJU3 I6Y912,15609476
DEG1027,DEG10270420,dnaG,COG0358L,-,Probable DNA primase DnaG,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WNW1 I6X3Z3,15609480
DEG1027,DEG10270421,dgt,COG0232F,-,Probable deoxyguanosine triphosphate triphosphohydrolase Dgt (dGTPase) (dGTP triphosphohydrolase),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,I6Y917 P9WNY7,15609481
DEG1027,DEG10270422,PPE39,-,-,PPE family protein PPE39,Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,Q79FF3,57116975
DEG1027,DEG10270423,glyS,COG0423J,-,Probable glycyl-tRNA synthetase GlyS (glycine--tRNA ligase) (GLYRS),Mycobacterium tuberculosis H37Rv III,NC_000962,Rich medium,P9WFV7 I6YD75,15609494
